rotten_tomatoes_link,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year,release_month,streaming_month
m/hitler_the_last_ten_days,Rotten,33.0,6.0,Spilled,48.0,155.0,3,2,4,1973,2015,5,4
m/hitman,Rotten,15.0,105.0,Spilled,57.0,306424.0,31,16,89,2007,2015,11,11
m/hitman_agent_47,Rotten,9.0,129.0,Spilled,40.0,39464.0,31,11,118,2015,2015,8,12
m/hobbit,Fresh,69.0,16.0,Upright,65.0,68971.0,0,11,5,1978,2014,1,8
m/hobo_with_a_shotgun,Fresh,66.0,119.0,Spilled,57.0,20430.0,28,78,41,2011,2016,5,11
m/hocus_pocus,Rotten,37.0,54.0,Upright,71.0,346909.0,15,20,34,1993,2015,7,11
m/hoffa,Rotten,52.0,25.0,Spilled,59.0,9652.0,5,13,12,1992,2015,12,11
m/holding_trevor,Rotten,25.0,8.0,Spilled,30.0,459.0,4,2,6,2007,2017,6,6
m/hole_in_my_heart,Rotten,44.0,18.0,Spilled,36.0,2570.0,9,8,10,2004,2017,1,3
m/holes,Fresh,78.0,139.0,Upright,76.0,211977.0,35,108,31,2003,2015,4,12
m/holiday,Fresh,100.0,26.0,Upright,89.0,6649.0,3,26,0,1938,2013,6,7
m/holiday_inn,Fresh,100.0,25.0,Upright,86.0,11861.0,5,25,0,1942,2015,1,5
m/holidays,Rotten,52.0,29.0,Spilled,24.0,903.0,5,15,14,2016,2016,4,11
m/hollow_2012,Rotten,20.0,15.0,Upright,65.0,452.0,4,3,12,2012,2016,9,8
m/hollow_man,Rotten,27.0,118.0,Spilled,28.0,366751.0,31,32,86,2000,2013,8,2
m/hollow_man_2,Rotten,20.0,5.0,Spilled,16.0,9389.0,1,1,4,2006,2012,5,4
m/holly,Fresh,65.0,23.0,Upright,64.0,443.0,12,15,8,2007,2017,11,4
m/hollywood_ending,Rotten,46.0,134.0,Spilled,49.0,10506.0,39,62,72,2002,2016,5,3
m/hollywood_homicide,Rotten,30.0,163.0,Spilled,27.0,49620.0,39,49,114,2003,2016,6,3
m/hollywood_knights,Rotten,14.0,7.0,Upright,70.0,3207.0,2,1,6,1980,2012,1,4
m/hollywood_shuffle,Fresh,88.0,25.0,Upright,80.0,4127.0,6,22,3,1982,2016,1,1
m/hollywoodland,Fresh,68.0,186.0,Spilled,48.0,77741.0,43,127,59,2006,2015,9,1
m/holmes_and_watson_2018,Rotten,10.0,78.0,Spilled,26.0,3866.0,17,8,70,2018,2019,12,3
m/holy_ghost_people_2014,Rotten,43.0,7.0,Spilled,27.0,167.0,3,3,4,2014,2017,2,2
m/holy_man,Rotten,12.0,50.0,Spilled,24.0,39975.0,14,6,44,1998,2016,10,8
m/holy_motors,Fresh,92.0,192.0,Upright,71.0,12400.0,48,177,15,2012,2016,10,12
m/holy_mountain,Fresh,83.0,24.0,Upright,89.0,13032.0,9,20,4,1973,2016,11,8
m/holy_rollers,Rotten,52.0,90.0,Spilled,33.0,3176.0,32,47,43,2010,2016,5,11
m/holy_smoke,Rotten,45.0,82.0,Spilled,47.0,7835.0,25,37,45,2000,2016,1,10
m/hombre,Fresh,93.0,15.0,Upright,80.0,3963.0,3,14,1,1967,2016,1,7
m/home_2013,Fresh,88.0,8.0,Upright,82.0,90.0,5,7,1,2013,2016,11,8
m/home_2015,Rotten,51.0,137.0,Upright,64.0,56159.0,34,70,67,2015,2015,3,11
m/home_again_2017,Rotten,32.0,138.0,Spilled,44.0,9012.0,35,44,94,2017,2018,9,4
m/home_alone,Fresh,65.0,54.0,Upright,80.0,1026747.0,14,35,19,1990,2015,11,11
m/home_alone_2_lost_in_new_york,Rotten,33.0,54.0,Upright,61.0,909562.0,14,18,36,1992,2015,11,11
m/home_alone_3,Rotten,29.0,24.0,Spilled,27.0,448896.0,7,7,17,1997,2015,12,12
m/home_at_the_end_of_the_world,Rotten,50.0,117.0,Upright,67.0,11019.0,35,59,58,2004,2014,8,7
m/home_fries,Rotten,31.0,36.0,Spilled,33.0,39481.0,7,11,25,1998,2008,11,11
m/home_from_the_hill,Fresh,90.0,10.0,Upright,91.0,528.0,1,9,1,1960,2009,5,1
m/home_of_the_brave,Rotten,23.0,57.0,Spilled,46.0,22233.0,20,13,44,2006,2016,12,11
m/home_on_the_range,Rotten,53.0,129.0,Spilled,29.0,32273.0,34,68,61,2004,2016,4,7
m/home_room,Rotten,55.0,22.0,Upright,78.0,5468.0,9,12,10,2003,2017,9,4
m/home_run_2013,Rotten,50.0,12.0,Upright,81.0,2836.0,3,6,6,2013,2017,4,5
m/home_sweet_hell,Rotten,5.0,20.0,Spilled,26.0,3652.0,10,1,20,2015,2016,3,1
m/homefront,Rotten,43.0,115.0,Upright,61.0,41179.0,38,50,65,2013,2014,11,5
m/homegrown,Rotten,44.0,18.0,Spilled,50.0,5060.0,6,8,10,1998,1998,1,9
m/homer_and_eddie,Rotten,0.0,7.0,Spilled,35.0,377.0,0,0,7,1989,2015,12,9
m/homeward_bound_the_incredible_journey,Fresh,87.0,30.0,Upright,71.0,266889.0,11,26,4,1993,2015,2,12
m/homicidal,Fresh,78.0,9.0,Upright,65.0,1132.0,0,7,2,1961,2013,1,7
m/hondo,Fresh,86.0,7.0,Upright,74.0,7585.0,0,6,1,1953,2016,1,11
m/hondros,Fresh,100.0,10.0,Upright,84.0,174.0,4,10,0,2018,2018,3,3
m/honey,Rotten,21.0,116.0,Upright,71.0,466411.0,35,24,92,2003,2014,12,3
m/honey_i_shrunk_the_kids,Fresh,76.0,34.0,Spilled,54.0,696434.0,5,26,8,1989,2016,6,5
m/honeydripper,Fresh,69.0,86.0,Spilled,57.0,1792.0,32,59,27,2007,2016,12,12
m/honeyglue,Rotten,36.0,11.0,Upright,69.0,58.0,5,4,7,2016,2017,6,2
m/honeymoon_2014,Fresh,75.0,57.0,Spilled,44.0,5887.0,10,43,14,2014,2016,9,11
m/honeymoon_in_vegas,Fresh,63.0,32.0,Spilled,35.0,28381.0,4,20,12,1992,2017,8,1
m/honeymoon_killers,Fresh,95.0,19.0,Upright,69.0,2376.0,3,18,1,1970,2016,1,8
m/honkytonk_man,Fresh,93.0,14.0,Upright,64.0,5954.0,5,13,1,1982,2015,12,5
m/honra_e_liberdade,Rotten,40.0,5.0,Spilled,47.0,2775.0,2,2,3,2005,2016,9,8
m/hoodwinked_too_hood_vs_evil,Rotten,11.0,65.0,Spilled,35.0,35843.0,25,7,58,2011,2016,4,8
m/hook,Rotten,29.0,65.0,Upright,76.0,731223.0,14,19,46,1991,2012,12,4
m/hooking_up_2020,Rotten,30.0,23.0,Spilled,49.0,55.0,6,7,16,2020,2020,3,3
m/hoosiers,Fresh,89.0,45.0,Upright,88.0,50747.0,10,40,5,1986,2015,11,9
m/hoot,Rotten,26.0,99.0,Spilled,54.0,76433.0,31,26,73,2006,2016,5,5
m/hop_2011,Rotten,24.0,139.0,Spilled,53.0,107400.0,30,34,105,2011,2015,4,1
m/hope_floats,Rotten,26.0,34.0,Upright,72.0,61076.0,9,9,25,1998,2015,5,11
m/hope_springs,Rotten,23.0,13.0,Spilled,27.0,6956.0,3,3,10,2003,2016,1,3
m/hope_springs_2012,Fresh,75.0,174.0,Spilled,55.0,47024.0,51,131,43,2012,2014,8,5
m/hope_springs_eternal_2018,Fresh,88.0,8.0,Spilled,32.0,120.0,1,7,1,2018,2018,8,8
m/hopscotch,Fresh,73.0,15.0,Upright,77.0,3149.0,1,11,4,1980,2016,1,11
m/horns,Rotten,41.0,124.0,Spilled,49.0,16826.0,38,51,73,2014,2016,10,8
m/horrible_bosses,Fresh,69.0,221.0,Upright,70.0,106701.0,52,153,68,2011,2014,7,2
m/horrible_bosses_2,Rotten,34.0,157.0,Spilled,47.0,58652.0,36,54,104,2014,2015,11,12
m/horrid_henry_the_movie,Rotten,9.0,22.0,Spilled,39.0,3542.0,6,2,20,2013,2016,1,8
m/horror_2015,Rotten,46.0,13.0,Spilled,9.0,515.0,5,6,7,2015,2017,11,3
m/horror_express,Fresh,75.0,12.0,Spilled,52.0,4416.0,1,9,3,1974,2016,1,12
m/horror_hotel,Fresh,71.0,7.0,Upright,67.0,3687.0,0,5,2,1961,2017,9,1
m/horror_of_dracula,Fresh,90.0,40.0,Upright,80.0,10909.0,8,36,4,1958,2016,5,11
m/hors_la_loi_2010,Fresh,76.0,41.0,Upright,65.0,678.0,20,31,10,2010,2017,11,2
m/horse_girl,Fresh,70.0,56.0,Spilled,48.0,433.0,15,39,17,2020,2020,2,2
m/horse_soldiers,Fresh,91.0,11.0,Upright,75.0,7610.0,0,10,1,1959,2016,1,9
m/horse_whisperer,Fresh,74.0,57.0,Upright,72.0,51534.0,14,42,15,1998,2015,5,10
m/horsemen,Rotten,33.0,6.0,Spilled,25.0,14734.0,1,2,4,2009,2016,3,5
m/horses_mouth,Fresh,88.0,17.0,Upright,77.0,1185.0,0,15,2,1958,2017,11,3
m/horton-hears-a-who2008,Fresh,79.0,135.0,Upright,73.0,415496.0,36,107,28,2008,2015,3,11
m/hospital,Fresh,100.0,11.0,Upright,73.0,2115.0,1,11,0,1971,2017,12,1
m/hospitality,Rotten,20.0,5.0,Spilled,44.0,19.0,1,1,4,2018,2018,12,12
m/hostel,Fresh,61.0,109.0,Spilled,53.0,471115.0,19,66,43,2006,2012,1,4
m/hostile_border,Fresh,67.0,6.0,Spilled,55.0,229.0,2,4,2,2016,2016,4,10
m/hostiles,Fresh,70.0,220.0,Upright,75.0,5461.0,42,155,65,2018,2018,1,4
m/hot_air_2019,Rotten,18.0,17.0,Upright,68.0,28.0,4,3,14,2019,2019,8,8
m/hot_chick,Rotten,22.0,83.0,Spilled,59.0,475188.0,24,18,65,2002,2016,12,8
m/hot_fuzz,Fresh,91.0,204.0,Upright,89.0,565841.0,53,186,18,2007,2014,4,2
m/hot_rod,Rotten,39.0,118.0,Upright,64.0,304639.0,32,46,72,2007,2013,8,8
m/hot_shots_part_deux,Rotten,57.0,30.0,Upright,63.0,87567.0,8,17,13,1993,2015,5,11
m/hot_summer_nights,Rotten,43.0,40.0,Spilled,58.0,841.0,17,17,23,2018,2018,7,7
m/hot_tub_time_machine,Fresh,64.0,209.0,Spilled,56.0,167062.0,49,133,76,2010,2015,3,2
m/hot_tub_time_machine_2,Rotten,13.0,107.0,Spilled,26.0,35050.0,32,14,93,2015,2016,2,1
m/hotel_2003,Rotten,41.0,27.0,Spilled,31.0,1422.0,12,11,16,2003,2018,7,1
m/hotel_artemis,Rotten,58.0,177.0,Spilled,35.0,1959.0,36,103,74,2018,2018,6,10
m/hotel_for_dogs,Rotten,46.0,122.0,Spilled,54.0,165616.0,35,56,66,2009,2013,1,8
m/hotel_new_hampshire,Fresh,71.0,14.0,Spilled,51.0,5386.0,0,10,4,1984,2017,3,4
m/hotel_rwanda,Fresh,91.0,194.0,Upright,94.0,241443.0,44,176,18,2004,2016,12,11
m/hotel_transylvania,Rotten,45.0,145.0,Upright,72.0,151358.0,35,65,80,2012,2014,9,9
m/hotel_transylvania_2,Rotten,56.0,108.0,Upright,64.0,89833.0,26,60,49,2015,2016,9,8
m/hotel_transylvania_3_summer_vacation,Fresh,62.0,118.0,Spilled,48.0,3485.0,25,73,45,2018,2018,7,9
m/hots,Rotten,29.0,7.0,Spilled,21.0,1326.0,0,2,5,1979,2007,5,6
m/hottie_and_the_nottie,Rotten,6.0,68.0,Spilled,31.0,12753.0,29,4,64,2008,2018,2,10
m/hounds_of_love,Fresh,88.0,98.0,Upright,69.0,2024.0,21,86,12,2017,2017,5,5
m/hour_of_the_gun,Fresh,86.0,7.0,Spilled,49.0,1622.0,1,6,1,1967,2017,11,3
m/hour_of_the_wolf,Fresh,92.0,24.0,Upright,86.0,6796.0,4,22,2,1968,2018,4,11
m/hours,Fresh,80.0,194.0,Upright,84.0,85936.0,42,155,39,2002,2013,12,8
m/hours_2013,Fresh,61.0,33.0,Upright,61.0,18419.0,11,20,13,2013,2015,12,12
m/house_2_the_second_story,Rotten,8.0,13.0,Spilled,42.0,8404.0,0,1,12,1987,2015,8,1
m/house_at_the_end_of_the_street,Rotten,13.0,67.0,Spilled,41.0,57401.0,14,9,58,2012,2013,9,1
m/house_by_the_river,Fresh,62.0,13.0,Upright,70.0,842.0,4,8,5,1950,2017,1,2
m/house_in_the_alley,Rotten,25.0,8.0,Upright,67.0,50.0,6,2,6,2013,2016,10,8
m/house_of_1000_corpses,Rotten,20.0,85.0,Upright,65.0,130855.0,15,17,68,2003,2015,4,12
m/house_of_boys,Rotten,50.0,8.0,Spilled,48.0,178.0,3,4,4,2011,2020,7,8
m/house_of_cards_1992,Rotten,56.0,9.0,Upright,69.0,4108.0,2,5,4,1992,2005,6,1
m/house_of_d,Rotten,10.0,102.0,Upright,73.0,9699.0,31,10,92,2004,2016,5,8
m/house_of_dark_shadows,Rotten,43.0,7.0,Upright,70.0,920.0,1,3,4,1970,2008,10,1
m/house_of_dracula,Rotten,56.0,9.0,Spilled,29.0,4959.0,1,5,4,1945,2016,11,10
m/house_of_exorcism,Fresh,62.0,13.0,Spilled,50.0,1638.0,0,8,5,1973,2017,1,3
m/house_of_flying_daggers,Fresh,87.0,173.0,Upright,82.0,217864.0,43,151,22,2004,2012,12,4
m/house_of_fools,Rotten,41.0,49.0,Upright,82.0,2883.0,20,20,29,2003,2015,4,7
m/house_of_frankenstein,Rotten,55.0,11.0,Spilled,47.0,3670.0,0,6,5,1944,2016,1,10
m/house_of_games,Fresh,96.0,27.0,Upright,79.0,6501.0,1,26,1,1987,2017,10,4
m/house_of_hummingbird,Fresh,100.0,43.0,Upright,64.0,45.0,7,43,0,2020,2020,6,6
m/house_of_pleasures,Fresh,83.0,29.0,Upright,62.0,2327.0,16,24,5,2011,2016,11,3
m/house_of_sand_and_fog,Fresh,74.0,182.0,Upright,83.0,42508.0,39,135,47,2003,2017,12,1
m/house_of_wax_2005,Rotten,26.0,158.0,Spilled,42.0,404607.0,32,41,117,2005,2009,5,1
m/house_of_yes,Fresh,62.0,39.0,Upright,77.0,7635.0,12,24,15,1997,2016,10,4
m/house_on_92nd_street,Rotten,50.0,6.0,Spilled,52.0,1193.0,0,3,3,1945,2014,9,4
m/house_on_carroll_street,Fresh,67.0,6.0,Spilled,28.0,1264.0,1,4,2,1988,2017,1,1
m/house_on_sorority_row,Rotten,50.0,10.0,Spilled,34.0,2295.0,0,5,5,1983,2016,1,11
m/house_on_willow_street,Rotten,55.0,11.0,Upright,80.0,1361.0,1,6,5,2017,2017,3,3
m/house_party,Fresh,93.0,28.0,Upright,82.0,38568.0,8,26,2,1990,2013,3,4
m/house_party_2,Rotten,21.0,14.0,Upright,65.0,19772.0,3,3,11,1991,2013,10,4
m/house_that_dripped_blood,Fresh,86.0,14.0,Spilled,57.0,2956.0,2,12,2,1971,2018,3,4
m/houseboat,Fresh,64.0,11.0,Upright,72.0,7099.0,0,7,4,1958,2017,11,1
m/housebound,Fresh,95.0,42.0,Upright,73.0,8244.0,10,40,2,2014,2016,10,12
m/housesitter,Rotten,40.0,20.0,Spilled,47.0,39847.0,3,8,12,1992,2014,6,2
m/hover,Rotten,20.0,5.0,Spilled,38.0,41.0,3,1,4,2018,2018,6,7
m/how_do_you_know,Rotten,31.0,151.0,Spilled,24.0,42021.0,48,47,104,2010,2012,12,4
m/how_green_was_my_valley,Fresh,89.0,47.0,Upright,81.0,7950.0,9,42,5,1941,2016,1,4
m/how_high,Rotten,26.0,57.0,Upright,79.0,67102.0,20,15,42,2001,2013,12,7
m/how_i_ended_this_summer,Fresh,79.0,43.0,Upright,67.0,1462.0,17,34,9,2010,2017,1,5
m/how_i_live_now,Fresh,66.0,109.0,Spilled,55.0,8047.0,35,72,37,2013,2016,11,6
m/how_it_ends,Rotten,17.0,18.0,Spilled,16.0,1524.0,2,3,15,2018,2018,7,7
m/how_she_move,Fresh,66.0,79.0,Spilled,51.0,32697.0,28,52,27,2008,2016,1,8
m/how_stella_got_her_groove_back,Rotten,50.0,50.0,Upright,66.0,31343.0,13,25,25,1998,2015,8,11
m/how_sweet_it_is_2013,Rotten,0.0,6.0,Upright,62.0,48.0,5,0,6,2013,2014,5,9
m/how_the_grinch_stole_christmas,Rotten,49.0,142.0,Spilled,56.0,949077.0,33,70,72,2000,2015,11,12
m/how_the_west_was_won,Fresh,86.0,22.0,Upright,74.0,9801.0,3,19,3,1963,2014,2,7
m/how_to_be_a_latin_lover,Rotten,39.0,31.0,Upright,61.0,7082.0,8,12,19,2017,2017,4,7
m/how_to_be_single_2016,Rotten,47.0,156.0,Spilled,47.0,28017.0,37,74,83,2016,2016,2,5
m/how_to_build_a_girl_2020,Fresh,79.0,129.0,Spilled,58.0,106.0,22,102,27,2020,2020,5,5
m/how_to_change_the_world,Fresh,95.0,21.0,Upright,87.0,369.0,10,20,1,2015,2017,9,2
m/how_to_cook_your_life,Fresh,72.0,25.0,Spilled,46.0,678.0,9,18,7,2007,2017,6,1
m/how_to_deal,Rotten,27.0,97.0,Upright,64.0,48754.0,34,26,71,2003,2013,7,4
m/how_to_eat_fried_worms,Fresh,60.0,75.0,Spilled,47.0,48513.0,29,45,30,2006,2011,8,3
m/how_to_eat_your_watermelon_in_white_company_2005,Fresh,92.0,12.0,Upright,85.0,415.0,6,11,1,2005,2016,4,5
m/how_to_live_forever,Fresh,60.0,20.0,Spilled,51.0,289.0,12,12,8,2011,2016,5,3
m/how_to_lose_a_guy_in_10_days,Rotten,42.0,150.0,Upright,77.0,802295.0,36,63,87,2003,2013,2,8
m/how_to_lose_friends_and_alienate_people,Rotten,37.0,112.0,Spilled,42.0,48740.0,37,41,71,2008,2017,5,1
m/how_to_make_an_american_quilt,Fresh,61.0,33.0,Upright,63.0,11399.0,12,20,13,1995,2014,10,11
m/how_to_make_money_selling_drugs,Fresh,77.0,39.0,Upright,91.0,7880.0,20,30,9,2013,2016,6,8
m/how_to_marry_a_millionaire,Fresh,84.0,25.0,Upright,78.0,16066.0,5,21,4,1953,2015,1,11
m/how_to_murder_your_wife,Fresh,64.0,14.0,Upright,64.0,3556.0,3,9,5,1965,2017,1,1
m/how_to_rob_a_bank,Rotten,29.0,14.0,Spilled,42.0,8842.0,6,4,10,2007,2017,6,8
m/how_to_smell_a_rose_a_visit_with_ricky_leacock_at_his_farm_in_normandy,Fresh,100.0,7.0,Spilled,50.0,71.0,4,7,0,2015,2016,8,12
m/how_to_steal_a_million,Fresh,100.0,8.0,Upright,88.0,10948.0,0,8,0,1966,2015,7,11
m/how_to_succeed_in_business_without_really_trying,Fresh,92.0,12.0,Upright,82.0,4371.0,0,11,1,1967,2017,1,4
m/how_to_survive_a_plague,Fresh,98.0,80.0,Upright,82.0,6063.0,36,78,2,2012,2016,9,12
m/how_to_talk_to_girls_at_parties,Rotten,48.0,94.0,Spilled,39.0,771.0,25,45,49,2018,2018,5,6
m/how_to_train_your_dragon,Fresh,99.0,210.0,Upright,91.0,312762.0,48,207,3,2010,2015,3,11
m/how_to_train_your_dragon_2,Fresh,91.0,186.0,Upright,90.0,188572.0,45,170,16,2014,2015,6,11
m/how_to_train_your_dragon_the_hidden_world,Fresh,90.0,263.0,Upright,86.0,56316.0,36,238,25,2019,2019,2,4
m/howard_the_duck,Rotten,14.0,50.0,Spilled,38.0,55569.0,12,7,43,1986,2016,8,4
m/howards_end,Fresh,94.0,66.0,Upright,82.0,13673.0,19,62,4,1992,2016,3,12
m/howling,Fresh,69.0,36.0,Spilled,58.0,31257.0,1,25,11,1981,2017,3,5
m/howling_iii_the_marsupials,Rotten,17.0,12.0,Spilled,16.0,5857.0,0,2,10,1987,2017,11,3
m/howls_moving_castle,Fresh,87.0,181.0,Upright,93.0,255717.0,51,157,24,2005,2019,6,12
m/hudson_hawk,Rotten,30.0,37.0,Spilled,56.0,44241.0,6,11,26,1991,2013,5,4
m/hudsucker_proxy,Rotten,59.0,44.0,Upright,79.0,43225.0,12,26,18,1994,2008,1,10
m/hugh_hefner_playboy_activist_and_rebel,Fresh,60.0,43.0,Upright,69.0,393.0,20,26,17,2010,2016,7,7
m/hugo,Fresh,93.0,227.0,Upright,78.0,82865.0,49,211,16,2011,2014,11,6
m/hulk,Fresh,62.0,236.0,Spilled,29.0,428988.0,48,146,90,2003,2012,6,6
m/hulk_vs,Fresh,100.0,7.0,Upright,67.0,7855.0,0,7,0,2009,2015,1,11
m/human_capital,Fresh,81.0,67.0,Upright,77.0,3251.0,21,54,13,2015,2016,1,8
m/human_capital_2020,Fresh,68.0,62.0,Spilled,29.0,72.0,9,42,20,2020,2020,3,3
m/human_centipede,Rotten,49.0,96.0,Spilled,25.0,17863.0,18,47,49,2010,2016,4,9
m/human_flow,Fresh,91.0,118.0,Upright,81.0,1611.0,31,107,11,2017,2018,10,1
m/human_stain,Rotten,42.0,155.0,Spilled,49.0,15660.0,41,65,90,2003,2016,10,10
m/human_traffic,Rotten,59.0,29.0,Upright,89.0,33168.0,9,17,12,2000,2016,5,8
m/humanoids_from_the_deep,Rotten,55.0,11.0,Spilled,41.0,2594.0,0,6,5,1980,2018,7,4
m/humboldt_county,Fresh,60.0,20.0,Spilled,59.0,1500.0,8,12,8,2008,2016,9,11
m/humoresque,Fresh,67.0,6.0,Upright,71.0,1254.0,0,4,2,1946,2016,12,11
m/humpday,Fresh,79.0,138.0,Spilled,51.0,18747.0,42,109,29,2009,2013,7,11
m/hunger_2008,Fresh,90.0,128.0,Upright,83.0,74282.0,38,115,13,2008,2016,12,9
m/hungry_hearts_2014,Fresh,63.0,38.0,Spilled,56.0,1229.0,16,24,14,2015,2017,6,4
m/hunky_dory,Rotten,54.0,46.0,Spilled,49.0,731.0,17,25,21,2013,2016,3,8
m/hunt_for_red_october,Fresh,89.0,71.0,Upright,88.0,172678.0,17,63,8,1990,2013,3,8
m/hunt_for_the_wilderpeople,Fresh,96.0,198.0,Upright,91.0,24758.0,37,191,7,2016,2016,6,9
m/hunter_gatherer,Fresh,96.0,24.0,Spilled,59.0,311.0,10,23,1,2016,2017,11,2
m/hunter_killer,Rotten,36.0,110.0,Upright,69.0,2262.0,25,40,70,2018,2019,10,1
m/hunting_elephants,Rotten,36.0,14.0,Upright,61.0,166.0,7,5,9,2015,2015,5,8
m/hurricane_streets,Fresh,88.0,16.0,Upright,78.0,800.0,2,14,2,1997,2016,1,11
m/hurry-sundown,Rotten,22.0,9.0,Spilled,27.0,142.0,5,2,7,1967,2016,2,9
m/husbands,Fresh,64.0,33.0,Upright,80.0,2153.0,8,21,12,1970,2014,12,4
m/hushhush_sweet_charlotte,Fresh,82.0,28.0,Upright,85.0,8118.0,4,23,5,1964,2015,12,11
m/hustle_and_flow,Fresh,83.0,160.0,Upright,83.0,120178.0,42,132,28,2005,2013,7,8
m/hustler,Fresh,98.0,44.0,Upright,93.0,31217.0,9,43,1,1961,2015,9,11
m/hyde_park_on_hudson,Rotten,37.0,178.0,Spilled,31.0,10642.0,47,66,112,2012,2016,12,8
m/hyena_road,Rotten,55.0,22.0,Spilled,59.0,1471.0,9,12,10,2016,2016,3,8
m/hysteria_2012,Rotten,59.0,134.0,Spilled,54.0,14525.0,37,79,55,2012,2014,5,2
m/i-want-candy,Rotten,56.0,9.0,Spilled,38.0,7712.0,3,5,4,2007,2016,3,6
m/i_am_a_fugitive_from_a_chain_gang,Fresh,96.0,25.0,Upright,91.0,3179.0,3,24,1,1932,2009,11,1
m/i_am_a_sex_addict,Fresh,63.0,32.0,Spilled,57.0,13941.0,14,20,12,2006,2017,4,4
m/i_am_ali,Fresh,64.0,25.0,Spilled,59.0,643.0,12,16,9,2014,2016,10,12
m/i_am_big_bird_the_caroll_spinney_story,Fresh,84.0,73.0,Upright,79.0,2744.0,28,61,12,2015,2016,5,8
m/i_am_chris_farley,Fresh,71.0,31.0,Upright,77.0,1817.0,12,22,9,2015,2016,7,5
m/i_am_david,Rotten,39.0,33.0,Upright,84.0,7230.0,10,13,20,2004,2016,12,11
m/i_am_happiness_on_earth,Rotten,29.0,7.0,Spilled,17.0,137.0,3,2,5,2014,2017,8,3
m/i_am_legend,Fresh,68.0,215.0,Upright,68.0,1129917.0,57,146,69,2007,2009,12,12
m/i_am_love,Fresh,81.0,133.0,Upright,68.0,16340.0,39,108,25,2010,2016,6,9
m/i_am_michael,Fresh,64.0,36.0,Spilled,37.0,3599.0,14,23,13,2017,2017,1,2
m/i_am_not_a_serial_killer,Fresh,93.0,57.0,Upright,61.0,4286.0,10,53,4,2016,2016,8,11
m/i_am_not_an_easy_man,Fresh,80.0,5.0,Upright,72.0,204.0,0,4,1,2018,2018,4,4
m/i_am_not_your_negro,Fresh,99.0,206.0,Upright,83.0,14329.0,39,203,3,2017,2017,2,5
m/i_am_number_four,Rotten,33.0,168.0,Spilled,57.0,145606.0,37,55,113,2011,2015,2,11
m/i_am_sam,Rotten,35.0,145.0,Upright,87.0,301021.0,39,51,94,2001,2011,12,5
m/i_am_the_pretty_thing_that_lives_in_the_house,Rotten,58.0,19.0,Spilled,24.0,1006.0,5,11,8,2016,2017,10,5
m/i_am_vengeance_2018,Rotten,38.0,8.0,Spilled,30.0,45.0,1,3,5,2018,2018,8,10
m/i_am_woman,Fresh,65.0,72.0,Upright,76.0,37.0,21,47,25,2020,2020,9,9
m/i_am_wrath,Rotten,11.0,9.0,Spilled,33.0,1450.0,3,1,8,2016,2016,5,7
m/i_can_do_bad_all_by_myself,Fresh,61.0,46.0,Upright,81.0,179834.0,14,28,18,2009,2012,9,2
m/i_can_only_imagine_2018,Fresh,63.0,32.0,Upright,91.0,4047.0,6,20,12,2018,2018,3,6
m/i_can_see_you,Fresh,100.0,5.0,Spilled,44.0,650.0,4,5,0,2008,2017,1,1
m/i_capture_the_castle,Fresh,79.0,84.0,Upright,76.0,7676.0,29,66,18,2003,2017,7,3
m/i_confess,Fresh,83.0,29.0,Upright,76.0,7446.0,6,24,5,1952,2015,1,9
m/i_daniel_blake,Fresh,92.0,182.0,Upright,85.0,8321.0,32,167,15,2017,2017,6,8
m/i_declare_war_2012,Fresh,73.0,41.0,Spilled,53.0,1869.0,15,30,11,2013,2016,8,6
m/i_do_2012,Rotten,17.0,12.0,Spilled,55.0,220.0,6,2,10,2013,2016,5,8
m/i_dont_feel_at_home_in_this_world_anymore,Fresh,89.0,65.0,Upright,76.0,4811.0,12,58,7,2017,2017,2,5
m/i_dont_know_how_she_does_it,Rotten,17.0,113.0,Spilled,32.0,23430.0,41,19,94,2011,2017,9,4
m/i_dreamed_of_africa,Rotten,10.0,101.0,Spilled,56.0,5529.0,35,10,91,2000,2012,5,4
m/i_feel_pretty_2018,Rotten,35.0,226.0,Spilled,35.0,4664.0,48,80,146,2018,2018,4,7
m/i_frankenstein,Rotten,5.0,104.0,Spilled,38.0,58348.0,18,5,99,2014,2016,1,1
m/i_give_it_a_year,Rotten,51.0,82.0,Spilled,38.0,11663.0,22,42,40,2013,2017,8,3
m/i_got_the_hookup,Rotten,17.0,12.0,Upright,64.0,7339.0,2,2,10,1998,2016,12,2
m/i_hate_kids_2019,Rotten,22.0,9.0,Upright,82.0,99.0,4,2,7,2019,2019,1,1
m/i_hate_valentines_day,Rotten,19.0,27.0,Spilled,28.0,48347.0,17,5,22,2009,2017,7,1
m/i_have_never_forgotten_you_the_life_and_legacy_of_simon_wiesenthal,Fresh,80.0,25.0,Upright,87.0,1656.0,15,20,5,2007,2015,5,12
m/i_heart_huckabees,Fresh,63.0,194.0,Upright,75.0,175464.0,46,122,72,2004,2016,10,4
m/i_hope_they_serve_beer_in_hell,Rotten,20.0,35.0,Spilled,42.0,5076.0,16,7,28,2009,2013,9,2
m/i_inside,Rotten,43.0,7.0,Spilled,43.0,6091.0,0,3,4,2005,2016,1,5
