rotten_tomatoes_link,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year,release_month,streaming_month
m/i_kill_giants,Fresh,77.0,62.0,Upright,75.0,2176.0,13,48,14,2018,2018,3,3
m/i_killed_my_mother,Fresh,83.0,23.0,Upright,81.0,3223.0,6,19,4,2013,2017,3,2
m/i_know_what_you_did_last_summer,Rotten,43.0,68.0,Spilled,40.0,446741.0,18,29,39,1997,2013,10,4
m/i_know_where_im_going,Fresh,100.0,12.0,Upright,82.0,2905.0,1,12,0,1947,2017,8,5
m/i_know_who_killed_me,Rotten,9.0,77.0,Spilled,26.0,142871.0,18,7,70,2007,2012,7,4
m/i_like_it_like_that,Fresh,80.0,10.0,Upright,91.0,3066.0,4,8,2,1994,2016,10,11
m/i_lost_my_body,Fresh,96.0,81.0,Upright,84.0,561.0,12,78,3,2019,2019,11,11
m/i_love_trouble,Rotten,22.0,46.0,Spilled,33.0,20355.0,15,10,36,1994,2016,6,3
m/i_love_you_again,Fresh,100.0,6.0,Upright,82.0,642.0,1,6,0,1940,2013,8,12
m/i_love_you_alice_b_toklas,Rotten,14.0,7.0,Spilled,56.0,757.0,2,1,6,1968,2016,10,5
m/i_love_you_i_love_you_not,Rotten,40.0,5.0,Spilled,40.0,7930.0,0,2,3,1997,2016,10,11
m/i_love_you_man,Fresh,83.0,208.0,Upright,74.0,1551235.0,50,173,35,2009,2013,3,8
m/i_love_you_phillip_morris,Fresh,71.0,157.0,Upright,61.0,88856.0,43,111,46,2010,2016,12,4
m/i_love_you_to_death,Rotten,56.0,25.0,Upright,63.0,9209.0,7,14,11,1990,2016,4,4
m/i_married_a_monster_from_outer_space,Fresh,86.0,14.0,Spilled,57.0,1620.0,0,12,2,1958,2016,1,8
m/i_married_a_strange_person,Fresh,73.0,11.0,Upright,88.0,1828.0,2,8,3,1998,2017,8,2
m/i_married_a_witch,Fresh,95.0,22.0,Upright,69.0,858.0,4,21,1,1942,2016,10,11
m/i_melt_with_you,Rotten,16.0,45.0,Spilled,43.0,2007.0,12,7,38,2011,2017,12,1
m/i_now_pronounce_you_chuck_and_larry,Rotten,15.0,164.0,Upright,69.0,1307648.0,46,24,140,2007,2014,7,2
m/i_o_u_s_a,Fresh,88.0,65.0,Upright,86.0,1810.0,26,57,8,2008,2009,8,4
m/i_origins,Rotten,52.0,105.0,Upright,69.0,7451.0,41,55,50,2014,2016,7,6
m/i_remember_mama,Fresh,100.0,18.0,Upright,83.0,2024.0,4,18,0,1948,2014,3,2
m/i_remember_you_2017,Fresh,86.0,7.0,Spilled,54.0,396.0,4,6,1,2017,2017,11,11
m/i_robot,Rotten,56.0,225.0,Upright,70.0,998761.0,49,127,98,2004,2015,7,11
m/i_saw_the_light,Rotten,18.0,155.0,Spilled,36.0,3634.0,40,28,127,2016,2016,4,7
m/i_see_you_2019,Fresh,78.0,40.0,Upright,75.0,550.0,7,31,9,2019,2019,12,12
m/i_served_the_king_of_england,Fresh,80.0,88.0,Upright,81.0,8886.0,36,70,18,2008,2014,8,2
m/i_smile_back,Rotten,50.0,70.0,Spilled,43.0,1933.0,27,35,35,2015,2016,10,7
m/i_spit_on_your_grave,Rotten,51.0,35.0,Spilled,40.0,13763.0,1,18,17,1978,2016,11,11
m/i_spit_on_your_grave_2,Rotten,0.0,8.0,Spilled,30.0,2038.0,2,0,8,2013,2016,9,11
m/i_spit_on_your_grave_2010,Rotten,32.0,63.0,Spilled,47.0,10841.0,16,20,43,2010,2016,10,11
m/i_spy,Rotten,16.0,134.0,Spilled,33.0,78657.0,35,21,113,2002,2012,11,4
m/i_still_know_what_you_did_last_summer,Rotten,7.0,57.0,Spilled,29.0,371386.0,13,4,53,1998,2012,11,10
m/i_still_see_you,Rotten,8.0,13.0,Spilled,55.0,270.0,5,1,12,2018,2018,10,10
m/i_think_i_love_my_wife,Rotten,19.0,115.0,Spilled,41.0,199444.0,40,22,93,2007,2015,3,12
m/i_tonya,Fresh,89.0,377.0,Upright,88.0,12378.0,54,337,40,2018,2018,1,2
m/i_trapped_the_devil,Fresh,75.0,36.0,Spilled,40.0,100.0,4,27,9,2019,2019,4,4
m/i_used_to_be_darker_2013,Fresh,81.0,21.0,Spilled,43.0,406.0,12,17,4,2013,2016,9,8
m/i_vitelloni,Fresh,100.0,25.0,Upright,90.0,6312.0,11,25,0,1953,2017,9,3
m/i_walked_with_a_zombie,Fresh,93.0,27.0,Upright,73.0,5024.0,5,28,4,1943,2012,1,5
m/i_want_to_live,Fresh,93.0,15.0,Upright,83.0,2212.0,1,14,1,1958,2019,1,1
m/i_want_your_money,Rotten,13.0,8.0,Upright,68.0,2039.0,1,1,7,2010,2016,10,10
m/i_was_a_male_war_bride,Fresh,76.0,17.0,Upright,72.0,6648.0,3,13,4,1949,2012,8,9
m/i_was_a_teenage_zombie,Rotten,20.0,5.0,Spilled,34.0,690.0,0,1,4,1987,2018,7,1
m/i_went_down,Fresh,84.0,19.0,Upright,87.0,754.0,4,16,3,1998,2016,6,11
m/i_will_follow,Fresh,82.0,11.0,Upright,66.0,484.0,8,9,2,2011,2016,3,8
m/i_will_follow_you_into_the_dark_2012,Rotten,20.0,10.0,Spilled,21.0,175.0,6,2,8,2013,2018,10,3
m/i_wish_2012,Fresh,93.0,75.0,Upright,84.0,2261.0,28,71,5,2012,2016,5,8
m/ibiza,Fresh,67.0,24.0,Spilled,39.0,515.0,9,16,8,2018,2018,5,5
m/iboy,Fresh,69.0,13.0,Spilled,39.0,786.0,3,9,4,2017,2017,1,4
m/icarus_2017,Fresh,94.0,47.0,Upright,94.0,2461.0,18,44,3,2017,2017,8,8
m/ice_age,Fresh,77.0,167.0,Upright,82.0,1134851.0,38,129,38,2002,2015,3,12
m/ice_age_2,Rotten,56.0,146.0,Upright,71.0,854451.0,34,82,64,2006,2015,3,12
m/ice_age_collision_course,Rotten,18.0,118.0,Spilled,39.0,33060.0,31,21,97,2016,2016,7,9
m/ice_age_continental_drift,Rotten,37.0,135.0,Upright,62.0,151280.0,33,50,85,2012,2015,7,12
m/ice_castles,Rotten,44.0,9.0,Upright,69.0,6875.0,1,4,5,1978,2015,1,11
m/ice_from_the_sun,Rotten,33.0,6.0,Spilled,34.0,1026.0,2,2,4,1999,2017,1,11
m/ice_harvest,Rotten,47.0,134.0,Spilled,43.0,60359.0,33,63,71,2005,2016,11,4
m/ice_pirates,Rotten,9.0,11.0,Spilled,49.0,9232.0,0,1,10,1984,2016,3,4
m/ice_princess,Rotten,52.0,108.0,Spilled,58.0,210907.0,32,56,52,2005,2016,3,6
m/ice_station_zebra,Rotten,47.0,15.0,Spilled,58.0,4800.0,2,7,8,1968,2009,10,1
m/ice_storm,Fresh,85.0,68.0,Upright,82.0,34465.0,16,58,10,1997,2016,9,1
m/ida_2013,Fresh,96.0,162.0,Upright,79.0,17964.0,48,156,7,2014,2016,5,8
m/identity_thief,Rotten,19.0,175.0,Spilled,53.0,192710.0,46,34,143,2013,2015,2,6
m/idiocracy,Fresh,76.0,49.0,Upright,60.0,64998.0,9,37,12,2006,2015,9,11
m/idiots_delight,Rotten,40.0,5.0,Spilled,45.0,877.0,0,2,3,1939,2013,1,12
m/idle_hands,Rotten,15.0,55.0,Spilled,58.0,55827.0,18,8,47,1999,2012,4,4
m/idlewild,Rotten,47.0,131.0,Upright,66.0,27745.0,41,61,70,2006,2016,8,1
m/if1968,Fresh,91.0,47.0,Upright,87.0,9119.0,10,43,4,1968,2017,12,7
m/if_i_stay,Rotten,35.0,140.0,Upright,61.0,48875.0,39,49,91,2014,2016,8,9
m/if_i_want_to_whistle_i_whistle,Fresh,68.0,22.0,Spilled,55.0,6031.0,6,15,7,2011,2017,1,5
m/if_i_were_you_2012,Rotten,13.0,15.0,Spilled,51.0,850.0,9,2,13,2012,2017,3,8
m/if_lucy_fell,Rotten,18.0,28.0,Spilled,52.0,5253.0,11,5,23,1996,2014,3,1
m/if_you_dont_i_will,Fresh,72.0,18.0,Spilled,36.0,116.0,9,13,5,2014,2016,12,8
m/igby_goes_down,Fresh,76.0,135.0,Upright,80.0,44329.0,38,102,33,2002,2016,9,11
m/ikiru,Fresh,98.0,44.0,Upright,97.0,20324.0,12,43,1,1956,2016,3,8
m/il_divo,Fresh,92.0,50.0,Upright,80.0,4454.0,20,46,4,2009,2015,4,2
m/il_futuro_2013,Fresh,80.0,15.0,Spilled,50.0,338.0,6,12,3,2013,2016,9,2
m/ill_always_know_what_you_did_last_summer,Rotten,0.0,6.0,Spilled,21.0,57390.0,0,0,6,2006,2015,8,1
m/ill_be_there,Rotten,50.0,6.0,Spilled,56.0,2437.0,2,3,3,2003,2019,1,6
m/ill_do_anything,Fresh,61.0,18.0,Spilled,42.0,1781.0,4,11,7,1994,2012,2,4
m/ill_follow_you_down,Rotten,33.0,9.0,Spilled,35.0,497.0,3,3,6,2014,2016,6,8
m/ill_see_you_in_my_dreams,Fresh,93.0,91.0,Upright,68.0,12162.0,34,85,6,2015,2016,5,4
m/ill_sleep_when_im_dead,Rotten,44.0,90.0,Spilled,35.0,8047.0,31,40,50,2004,2016,2,8
m/ill_take_your_dead,Fresh,67.0,15.0,Spilled,50.0,44.0,1,10,5,2019,2019,5,5
m/illegal_2011,Fresh,70.0,10.0,Upright,60.0,7751.0,3,7,3,2011,2020,3,7
m/illegal_tender,Rotten,15.0,48.0,Upright,67.0,5268.0,20,7,41,2007,2016,8,4
m/illtown,Rotten,50.0,12.0,Spilled,54.0,71.0,2,6,6,1997,2016,6,5
m/illuminata,Rotten,40.0,25.0,Upright,67.0,1043.0,9,10,15,1999,2013,8,8
m/illusionist,Fresh,74.0,194.0,Upright,83.0,417235.0,49,143,51,2006,2016,8,11
m/illustrated_man,Rotten,43.0,14.0,Spilled,39.0,898.0,1,6,8,1969,2012,3,4
m/ilo_ilo,Fresh,100.0,45.0,Upright,78.0,3585.0,17,45,0,2014,2016,4,10
m/ils_se_marierent_et_eurent_beaucoup_denfants_2005,Rotten,57.0,42.0,Upright,71.0,3205.0,20,24,18,2005,2016,4,12
m/im_all_right_jack,Fresh,88.0,8.0,Upright,77.0,1402.0,0,7,1,1960,2016,4,10
m/im_dancing_as_fast_as_i_can,Rotten,33.0,6.0,Spilled,50.0,1089.0,1,2,4,1982,2016,3,8
m/im_gonna_git_you_sucka,Fresh,64.0,28.0,Upright,70.0,10775.0,6,18,10,1988,2016,1,11
m/im_in_love_with_a_church_girl,Rotten,11.0,19.0,Upright,63.0,3918.0,9,2,17,2013,2016,10,12
m/im_losing_you,Rotten,40.0,5.0,Spilled,27.0,497.0,0,2,3,1999,2016,7,9
m/im_not_ashamed,Rotten,20.0,10.0,Upright,82.0,2613.0,2,2,8,2016,2017,10,1
m/im_not_rappaport,Rotten,38.0,16.0,Upright,60.0,1103.0,4,6,10,1996,2015,12,9
m/im_not_there_suppositions_on_a_film_concerning_dylan,Fresh,77.0,162.0,Upright,69.0,113884.0,52,125,37,2007,2016,11,8
m/im_so_excited,Rotten,49.0,131.0,Spilled,37.0,4631.0,40,64,67,2013,2014,6,1
m/im_still_here_2010,Rotten,53.0,131.0,Spilled,38.0,20691.0,38,70,61,2010,2016,9,12
m/im_through_with_white_girls,Fresh,60.0,5.0,Upright,63.0,719.0,2,3,2,2007,2018,9,8
m/images,Fresh,71.0,14.0,Upright,71.0,1708.0,7,10,4,1972,2017,12,9
m/imaginary_crimes,Fresh,60.0,10.0,Upright,63.0,944.0,4,6,4,1994,2019,10,6
m/imagine,Fresh,92.0,13.0,Upright,91.0,5040.0,1,12,1,1988,2008,10,5
m/imagine_me_and_you,Rotten,34.0,98.0,Upright,74.0,71050.0,29,33,65,2006,2015,1,11
m/imagining_argentina,Rotten,31.0,13.0,Upright,71.0,4095.0,6,4,9,2004,2014,6,2
m/imax_africa_the_serengeti,Fresh,100.0,5.0,Upright,70.0,762.0,0,5,0,1994,2016,4,11
m/imax_cirque_du_soleil_journey_of_man,Rotten,45.0,11.0,Upright,70.0,1837.0,1,5,6,2000,2014,5,3
m/imitation_girl,Fresh,89.0,9.0,Spilled,44.0,95.0,0,8,1,2018,2018,4,2
m/immediate_family,Rotten,50.0,12.0,Spilled,55.0,1196.0,1,6,6,1989,2012,10,4
m/immigration_tango,Rotten,7.0,14.0,Spilled,18.0,130.0,11,1,13,2011,2016,2,11
m/immortal_beloved,Rotten,55.0,55.0,Upright,86.0,20733.0,15,30,25,1994,2012,12,4
m/immortality,Rotten,47.0,19.0,Spilled,53.0,4064.0,5,9,10,2000,2017,5,2
m/immortals_2011,Rotten,46.0,131.0,Spilled,48.0,68355.0,27,60,71,2011,2012,11,3
m/imperium,Fresh,85.0,72.0,Upright,64.0,8674.0,24,61,11,2016,2016,8,11
m/importance_of_being_earnest,Rotten,57.0,116.0,Upright,72.0,32145.0,39,66,50,2002,2016,5,10
m/impossible_monsters,Rotten,50.0,6.0,Upright,93.0,56.0,2,3,3,2020,2020,2,3
m/impostor,Rotten,24.0,96.0,Spilled,41.0,7375.0,29,23,73,2002,2016,1,6
m/impromptu,Fresh,76.0,17.0,Upright,72.0,4864.0,7,13,4,1991,2017,4,4
m/in-the-name-of-the-king-a-dungeon-siege-tale,Rotten,4.0,52.0,Spilled,23.0,103730.0,10,2,50,2006,2016,11,9
m/in_a_better_world,Fresh,78.0,122.0,Upright,86.0,7175.0,39,95,27,2011,2014,4,2
m/in_a_lonely_place,Fresh,98.0,47.0,Upright,90.0,6282.0,8,46,1,1950,2014,5,4
m/in_a_relationship,Fresh,60.0,15.0,Spilled,45.0,158.0,5,9,6,2018,2018,11,11
m/in_a_valley_of_violence,Fresh,77.0,69.0,Spilled,51.0,4096.0,15,53,16,2016,2016,10,12
m/in_a_world_2013,Fresh,92.0,129.0,Upright,71.0,21073.0,39,119,10,2013,2015,8,1
m/in_america,Fresh,89.0,177.0,Upright,91.0,34728.0,45,158,19,2003,2015,4,11
m/in_and_out,Fresh,71.0,51.0,Spilled,52.0,38955.0,13,36,15,1997,2013,9,8
m/in_another_country,Fresh,82.0,28.0,Spilled,48.0,2080.0,13,23,5,2013,2020,1,4
m/in_between_days,Fresh,86.0,29.0,Spilled,55.0,1206.0,13,25,4,2007,2017,6,1
m/in_bruges,Fresh,84.0,198.0,Upright,87.0,112803.0,50,166,32,2008,2016,1,4
m/in_country,Fresh,68.0,28.0,Spilled,37.0,2655.0,11,19,9,1989,2015,9,9
m/in_darkness_2011,Fresh,88.0,111.0,Upright,80.0,11049.0,35,98,13,2012,2012,2,6
m/in_darkness_2018,Rotten,47.0,32.0,Spilled,35.0,319.0,9,15,17,2018,2018,5,5
m/in_dreams,Rotten,24.0,50.0,Spilled,40.0,8553.0,12,12,38,1999,2017,1,1
m/in_dubious_battle,Rotten,30.0,23.0,Spilled,38.0,316.0,10,7,16,2017,2017,2,3
m/in_fabric,Fresh,92.0,154.0,Spilled,47.0,269.0,25,141,13,2019,2019,12,11
m/in_fear_2013,Fresh,81.0,58.0,Spilled,41.0,8742.0,16,47,11,2014,2017,3,3
m/in_gods_hands,Rotten,0.0,6.0,Upright,79.0,2628.0,0,0,6,1998,2015,4,1
m/in_good_company,Fresh,83.0,172.0,Spilled,54.0,65246.0,42,142,30,2004,2015,12,5
m/in_harms_way,Rotten,38.0,13.0,Upright,81.0,6189.0,2,5,8,1965,2016,4,8
m/in_her_shoes,Fresh,75.0,164.0,Upright,66.0,390871.0,45,123,41,2005,2015,10,11
m/in_like_flint,Fresh,67.0,18.0,Spilled,51.0,2970.0,1,12,6,1967,2016,1,8
m/in_my_country,Rotten,23.0,82.0,Spilled,57.0,3276.0,28,19,63,2005,2014,3,2
m/in_my_fathers_house,Fresh,92.0,13.0,Spilled,41.0,167.0,7,12,1,2015,2016,10,2
m/in_my_sleep,Rotten,13.0,16.0,Spilled,33.0,464.0,7,2,14,2010,2016,4,11
m/in_old_arizona,Rotten,56.0,9.0,Spilled,38.0,356.0,2,5,4,1928,2017,12,3
m/in_old_chicago,Fresh,67.0,12.0,Spilled,52.0,1180.0,4,8,4,1937,2016,1,5
m/in_our_nature,Rotten,47.0,19.0,Spilled,36.0,297.0,9,9,10,2012,2016,12,11
m/in_search_of_beethoven,Fresh,93.0,41.0,Upright,79.0,256.0,20,38,3,2009,2016,4,11
m/in_search_of_memory,Fresh,89.0,9.0,Upright,71.0,55.0,4,8,1,2009,2017,6,5
m/in_search_of_mozart,Fresh,81.0,32.0,Upright,65.0,1361.0,12,26,6,2007,2019,5,3
m/in_secret,Rotten,41.0,88.0,Spilled,34.0,5435.0,32,36,52,2014,2016,2,4
m/in_the_aisles,Fresh,90.0,39.0,Upright,69.0,42.0,11,35,4,2019,2019,6,9
m/in_the_army_now,Rotten,6.0,32.0,Spilled,44.0,44258.0,10,2,30,1994,2016,8,8
m/in_the_bedroom,Fresh,93.0,138.0,Upright,81.0,20122.0,32,129,9,2001,2016,11,10
m/in_the_blood_2013,Rotten,37.0,41.0,Spilled,38.0,1126.0,15,15,26,2014,2015,4,11
m/in_the_company_of_men,Fresh,89.0,54.0,Upright,80.0,7814.0,15,48,6,1997,2016,8,4
m/in_the_courtyard,Fresh,71.0,7.0,Spilled,47.0,104.0,2,5,2,2015,2016,4,10
m/in_the_cut,Rotten,32.0,173.0,Spilled,34.0,12821.0,51,56,117,2003,2016,10,4
m/in_the_electric_mist,Rotten,58.0,12.0,Spilled,34.0,60842.0,1,7,5,2009,2016,3,8
m/in_the_fade,Fresh,77.0,149.0,Upright,71.0,913.0,33,114,35,2017,2018,12,3
m/in_the_family_2011,Fresh,97.0,29.0,Upright,75.0,1629.0,11,28,1,2012,2017,5,8
m/in_the_good_old_summertime,Fresh,64.0,11.0,Upright,80.0,4004.0,3,7,4,1949,2009,7,1
m/in_the_heart_of_the_sea,Rotten,43.0,237.0,Spilled,53.0,40544.0,52,101,136,2015,2016,12,8
m/in_the_heat_of_the_night,Fresh,95.0,55.0,Upright,92.0,23185.0,11,52,3,1967,2016,8,11
m/in_the_land_of_blood_and_honey,Rotten,57.0,82.0,Spilled,47.0,5716.0,39,47,35,2011,2014,12,6
m/in_the_land_of_women,Rotten,44.0,117.0,Spilled,52.0,100792.0,39,51,66,2007,2009,4,10
m/in_the_line_of_fire,Fresh,96.0,68.0,Upright,79.0,55060.0,20,65,3,1993,2012,7,4
m/in_the_loop,Fresh,94.0,177.0,Upright,82.0,227020.0,49,166,11,2009,2016,7,9
m/in_the_mirror_of_maya_deren,Fresh,95.0,20.0,Upright,88.0,773.0,7,19,1,2003,2017,1,3
m/in_the_mix,Rotten,13.0,39.0,Spilled,50.0,101303.0,14,5,34,2005,2016,11,11
m/in_the_mouth_of_madness,Rotten,59.0,46.0,Upright,73.0,24522.0,11,27,19,1995,2012,2,1
m/in_the_name_of_my_daughter,Rotten,52.0,48.0,Spilled,43.0,433.0,21,25,23,2015,2016,5,9
m/in_the_name_of_the_father,Fresh,94.0,50.0,Upright,95.0,41328.0,17,47,3,1993,2015,12,9
m/in_the_pit,Fresh,73.0,22.0,Upright,69.0,1936.0,12,16,6,2007,2018,2,8
m/in_the_realm_of_the_senses,Fresh,86.0,36.0,Upright,65.0,5943.0,7,31,5,1976,2017,1,5
m/in_the_valley_of_elah,Fresh,74.0,163.0,Upright,77.0,29314.0,45,120,43,2007,2013,9,3
m/in_their_skin,Rotten,45.0,11.0,Spilled,16.0,968.0,3,5,6,2012,2016,11,3
m/in_time,Rotten,37.0,172.0,Spilled,51.0,69476.0,50,63,109,2011,2015,10,11
m/in_which_we_serve,Fresh,89.0,18.0,Upright,76.0,861.0,4,16,2,1942,2016,10,2
m/inappropriate_comedy,Rotten,0.0,5.0,Spilled,23.0,3146.0,2,0,5,2013,2016,3,8
m/incarnate_2016,Rotten,17.0,35.0,Spilled,23.0,3325.0,6,6,29,2016,2017,12,2
m/incendiary,Rotten,20.0,25.0,Spilled,34.0,3717.0,9,5,20,2009,2019,2,8
m/inception,Fresh,87.0,357.0,Upright,91.0,571078.0,65,310,47,2010,2013,7,6
m/inchallah_2012,Rotten,53.0,17.0,Upright,62.0,560.0,8,9,8,2013,2017,8,2
m/incident_at_loch_ness,Fresh,63.0,48.0,Upright,66.0,3938.0,17,30,18,2004,2016,9,11
m/incident_in_a_ghost_land_2018,Rotten,56.0,27.0,Spilled,56.0,520.0,4,15,12,2018,2018,6,6
m/incognito_1998,Rotten,33.0,9.0,Upright,61.0,1775.0,0,3,6,1998,2019,3,6
m/inconceivable_2017,Rotten,31.0,13.0,Upright,62.0,895.0,2,4,9,2017,2017,6,6
m/incredible_hulk_returns,Rotten,50.0,6.0,Spilled,40.0,3081.0,1,3,3,1988,2015,5,1
m/incredible_journey,Fresh,89.0,9.0,Upright,76.0,529.0,0,8,1,1963,2016,10,2
m/incredible_shrinking_man,Fresh,92.0,26.0,Upright,82.0,3879.0,4,24,2,1957,2014,2,2
m/incredibles,Fresh,97.0,248.0,Upright,75.0,32604129.0,48,241,7,2004,2015,11,11
m/incredibles_2,Fresh,93.0,379.0,Upright,84.0,18445.0,55,353,26,2018,2018,6,10
m/indecent_proposal,Rotten,35.0,46.0,Spilled,47.0,46399.0,5,16,30,1993,2013,4,8
m/independence_day_resurgence,Rotten,30.0,226.0,Spilled,30.0,75088.0,37,67,159,2016,2016,6,9
m/india-kingdom-of-the-tiger,Fresh,80.0,5.0,Upright,64.0,698.0,1,4,1,2002,2016,1,8
m/indian_in_the_cupboard,Fresh,73.0,22.0,Spilled,40.0,60743.0,3,16,6,1995,2018,7,5
m/indiana_jones_and_the_kingdom_of_the_crystal_skull,Fresh,78.0,274.0,Spilled,54.0,1320715.0,53,215,59,2008,2014,5,1
m/indiana_jones_and_the_last_crusade,Fresh,88.0,72.0,Upright,94.0,768536.0,15,63,9,1989,2014,5,1
m/indiana_jones_and_the_temple_of_doom,Fresh,84.0,69.0,Upright,81.0,716843.0,10,58,11,1984,2014,5,1
m/indignation,Fresh,81.0,134.0,Upright,74.0,8792.0,39,109,25,2016,2016,7,10
m/indigo_children,Rotten,20.0,5.0,Upright,65.0,122.0,3,1,4,2014,2016,1,10
m/indiscretion_of_an_american_wife,Rotten,38.0,13.0,Spilled,39.0,634.0,2,5,8,1953,2016,1,6
m/indivisible_2018,Fresh,74.0,19.0,Upright,86.0,333.0,5,14,5,2018,2019,10,1
m/indochine,Fresh,72.0,18.0,Upright,84.0,6762.0,2,13,5,1992,2015,6,12
m/inescapable_2012,Rotten,17.0,23.0,Spilled,26.0,469.0,11,4,19,2013,2016,2,11
m/infamous,Fresh,74.0,155.0,Upright,69.0,20725.0,47,114,41,2006,2008,10,10
m/infamous_2020,Rotten,21.0,29.0,Spilled,51.0,68.0,7,6,23,2020,2020,6,6
m/infancia_clandestina,Rotten,40.0,10.0,Upright,69.0,255.0,8,4,6,2013,2016,1,12
m/infernal_affairs,Fresh,94.0,63.0,Upright,95.0,62784.0,23,59,4,2002,2016,12,11
m/infernal_affairs_2,Fresh,75.0,8.0,Upright,83.0,20162.0,3,6,2,2003,2017,1,3
m/inferno1980,Fresh,64.0,14.0,Spilled,59.0,7405.0,1,9,5,1980,2016,5,8
m/inferno_2016,Rotten,23.0,250.0,Spilled,36.0,28773.0,50,58,192,2016,2017,10,1
m/infini_2015,Rotten,31.0,16.0,Spilled,34.0,926.0,6,5,11,2015,2015,5,5
m/infinitely_polar_bear,Fresh,82.0,120.0,Upright,71.0,11306.0,39,98,22,2015,2016,6,8
m/informant_2013,Fresh,89.0,19.0,Upright,62.0,333.0,12,17,2,2013,2016,9,3
m/inglourious_basterds,Fresh,89.0,329.0,Upright,88.0,775878.0,65,292,37,2009,2015,8,12
m/ingrid_goes_west,Fresh,86.0,192.0,Upright,71.0,9241.0,41,165,27,2017,2017,8,10
m/inhale,Rotten,38.0,24.0,Spilled,46.0,6691.0,11,9,15,2010,2017,10,5
m/inherent_vice,Fresh,74.0,248.0,Spilled,52.0,32362.0,55,183,65,2015,2016,1,6
m/inherit_the_viper,Rotten,45.0,20.0,Spilled,50.0,41.0,7,9,11,2020,2020,1,1
m/initial_d_2005,Rotten,33.0,6.0,Upright,72.0,17344.0,4,2,4,2005,2018,10,8
m/inkheart,Rotten,39.0,144.0,Spilled,45.0,166709.0,41,56,88,2009,2011,1,3
m/inkwell,Rotten,25.0,8.0,Upright,83.0,2254.0,3,2,6,1994,2016,4,2
m/inlaws,Rotten,33.0,136.0,Spilled,40.0,15746.0,38,45,91,2003,2010,5,6
m/inn_of_the_sixth_happiness,Fresh,100.0,5.0,Upright,84.0,4442.0,0,5,0,1958,2015,1,11
m/inner_demons,Fresh,64.0,11.0,Spilled,33.0,323.0,5,7,4,2014,2016,10,12
m/innerspace,Fresh,82.0,44.0,Upright,65.0,35487.0,9,36,8,1987,2009,7,1
m/innocence_2014,Rotten,19.0,26.0,Spilled,33.0,1538.0,11,5,21,2014,2016,9,11
m/innocent_blood,Rotten,39.0,23.0,Spilled,44.0,7190.0,6,9,14,1992,2009,9,1
m/innocent_man,Rotten,38.0,8.0,Spilled,47.0,8038.0,1,3,5,1989,2016,10,2
m/inside_2018,Rotten,32.0,19.0,Spilled,22.0,99.0,4,6,13,2018,2018,1,1
m/inside_daisy_clover,Rotten,33.0,15.0,Spilled,52.0,673.0,6,5,10,1966,2012,1,5
m/inside_deep_throat,Fresh,82.0,122.0,Upright,67.0,6586.0,43,100,22,2005,2015,2,9
m/inside_job_2010,Fresh,98.0,147.0,Upright,91.0,29619.0,37,144,3,2010,2012,10,4
m/inside_llewyn_davis_2013,Fresh,92.0,282.0,Upright,74.0,45017.0,57,260,23,2013,2014,12,3
m/inside_man,Fresh,86.0,207.0,Upright,85.0,351529.0,49,179,28,2006,2016,3,4
m/inside_out_2015,Fresh,98.0,370.0,Upright,89.0,136789.0,61,364,7,2015,2015,6,11
m/inside_out_an_imax_3d_experience,Rotten,25.0,12.0,Spilled,22.0,399.0,7,3,9,2011,2016,9,2
m/inside_the_rain,Fresh,86.0,21.0,Upright,71.0,24.0,4,18,3,2020,2020,3,3
m/insider,Fresh,96.0,137.0,Upright,90.0,59195.0,34,132,5,1999,2016,11,8
m/insidious,Fresh,66.0,176.0,Upright,62.0,130807.0,37,116,60,2011,2015,4,6
m/insidious_chapter_2,Rotten,39.0,128.0,Spilled,57.0,91831.0,32,50,78,2013,2015,9,6
m/insidious_chapter_3_2015,Rotten,57.0,129.0,Spilled,51.0,32527.0,30,74,55,2015,2016,6,11
m/insidious_the_last_key,Rotten,33.0,111.0,Spilled,51.0,5851.0,21,37,74,2018,2018,1,3
m/insomnia_1998,Fresh,97.0,38.0,Upright,77.0,9106.0,7,37,1,1998,2017,5,3
m/inspector_gadget,Rotten,21.0,63.0,Spilled,18.0,275618.0,21,13,50,1999,2016,7,6
m/inspector_gadget_2,Rotten,40.0,5.0,Spilled,21.0,14169.0,0,2,3,2003,2016,3,8
m/inspector_general,Fresh,90.0,10.0,Upright,80.0,3085.0,2,9,1,1949,2016,6,8
m/instant_family,Fresh,80.0,152.0,Upright,82.0,3498.0,27,122,30,2018,2019,11,2
m/instinct_de_mort,Fresh,82.0,71.0,Upright,84.0,20470.0,25,58,13,2010,2016,8,8
m/intacto,Fresh,72.0,72.0,Upright,82.0,8058.0,23,52,20,2002,2017,12,3
m/interiors,Fresh,79.0,14.0,Upright,79.0,7651.0,1,11,3,1978,2017,8,2
m/intermission,Fresh,73.0,96.0,Upright,75.0,10429.0,29,70,26,2003,2016,8,11
m/intern,Rotten,38.0,8.0,Spilled,28.0,817.0,4,3,5,2000,2017,8,5
m/internal_affairs,Fresh,88.0,26.0,Spilled,59.0,7934.0,8,23,3,1990,2013,1,8
