rotten_tomatoes_link,movie_title,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year
m/anacondas_the_hunt_for_the_blood_orchid,Anacondas: The Hunt for the Blood Orchid,Rotten,26.0,121.0,Spilled,27.0,261747.0,30,31,90,2004,2014
m/analyze_that,Analyze That,Rotten,27.0,151.0,Spilled,39.0,190244.0,35,41,110,2002,2010
m/analyze_this,Analyze This,Fresh,69.0,107.0,Upright,62.0,224604.0,25,74,33,1999,2008
m/anamorph,Anamorph,Rotten,27.0,26.0,Spilled,24.0,3103.0,9,7,19,2008,2016
m/anarchist_cookbook,The Anarchist Cookbook,Rotten,37.0,19.0,Spilled,54.0,4309.0,6,7,12,2002,2010
m/anarchy,Cymbeline,Rotten,31.0,29.0,Spilled,14.0,1736.0,12,9,20,2015,2015
m/anatomie,Anatomie,Rotten,58.0,12.0,Spilled,47.0,6089.0,0,7,5,2000,2012
m/anatomy-of-a-murder,Anatomy of a Murder,Fresh,100.0,47.0,Upright,90.0,12375.0,8,47,0,1959,2012
m/anatomy_2,Anatomy 2 (Anatomie 2),Rotten,29.0,7.0,Spilled,42.0,2072.0,2,2,5,2003,2013
m/anchor_and_hope,Anchor and Hope,Fresh,75.0,28.0,Upright,69.0,107.0,3,21,7,2018,2018
m/anchorman,Anchorman - The Legend Of Ron Burgundy,Fresh,67.0,203.0,Upright,86.0,794578.0,39,135,68,2004,2013
m/anchorman_2_the_legend_continues,Anchorman 2: The Legend Continues,Fresh,74.0,202.0,Spilled,52.0,164798.0,49,150,52,2013,2015
m/anchors_aweigh,Anchors Aweigh,Fresh,62.0,13.0,Upright,79.0,8284.0,4,8,5,1945,2008
m/and_justice_for_all,...And Justice for All,Fresh,83.0,29.0,Upright,80.0,19067.0,7,24,5,1979,2012
m/and_now_a_word_from_our_sponsor_2012,And Now A Word From Our Sponsor,Rotten,10.0,10.0,Spilled,25.0,204.0,8,1,9,2013,2016
m/and_now_for_something_completely_different,Monty Python's And Now for Something Completely Different,Fresh,88.0,25.0,Upright,87.0,63515.0,6,22,3,1972,2015
m/and_now_ladies_and_gentlemen,And Now Ladies & Gentlemen,Rotten,47.0,74.0,Spilled,56.0,2032.0,26,35,39,2003,2016
m/and_so_it_goes,And So It Goes,Rotten,18.0,89.0,Spilled,40.0,11038.0,33,16,73,2014,2015
m/and_soon_the_darkness_2010,And Soon the Darkness,Rotten,14.0,7.0,Spilled,16.0,3075.0,0,1,6,2010,2016
m/and_the_band_played_on,And the Band Played On,Fresh,100.0,11.0,Upright,88.0,7595.0,3,11,0,1993,2016
m/and_then_came_love,And Then Came Love,Rotten,17.0,12.0,Spilled,32.0,274.0,4,2,10,2007,2014
m/and_then_there_were_none,And Then There Were None,Fresh,100.0,13.0,Upright,77.0,6275.0,0,13,0,1945,2017
m/and_while_we_were_here,And While We Were Here,Rotten,43.0,21.0,Spilled,37.0,737.0,11,9,12,2013,2013
m/anderson_tapes,The Anderson Tapes,Fresh,70.0,20.0,Spilled,54.0,1064.0,6,14,6,1971,2012
m/andrew-dice-clay-dice-rules,Dice Rules,Rotten,9.0,11.0,Spilled,48.0,1601.0,3,1,10,1991,2016
m/andromeda_strain,The Andromeda Strain,Fresh,67.0,39.0,Upright,72.0,8729.0,10,26,13,1971,2015
m/andron,Andron (Andròn - The Black Labyrinth),Rotten,0.0,6.0,Spilled,13.0,203.0,3,0,6,2016,2016
m/anesthesia,Anesthesia,Rotten,25.0,44.0,Spilled,50.0,730.0,14,11,33,2016,2017
m/angel_at_my_table,An Angel at My Table,Fresh,94.0,17.0,Upright,90.0,4497.0,3,16,1,1990,2017
m/angel_of_evil,Angel of Evil,Rotten,52.0,25.0,Spilled,49.0,306.0,12,13,12,2011,2015
m/angel_of_mine_2019,Angel of Mine,Fresh,73.0,22.0,Upright,88.0,361.0,8,16,6,2019,2019
m/angela-2007,Angel-A,Rotten,45.0,88.0,Upright,74.0,95459.0,35,40,48,2005,2012
m/angelas_ashes,Angela's Ashes,Rotten,51.0,86.0,Upright,81.0,22686.0,26,44,42,1999,2013
m/angels_crest_2011,Angels Crest,Rotten,22.0,23.0,Spilled,38.0,703.0,11,5,18,2011,2016
m/angels_in_stardust,Angels in Stardust,Rotten,22.0,9.0,Spilled,39.0,138.0,4,2,7,2014,2014
m/angels_wear_white,Angels Wear White,Fresh,94.0,33.0,Upright,71.0,53.0,11,31,2,2018,2018
m/angels_with_dirty_faces,Angels with Dirty Faces,Fresh,100.0,22.0,Upright,92.0,9539.0,0,22,0,1938,2018
m/angie,Angie,Rotten,44.0,16.0,Spilled,32.0,3809.0,4,7,9,1994,2015
m/angry_red_planet,The Angry Red Planet,Rotten,0.0,8.0,Spilled,29.0,1580.0,0,0,8,1959,2016
m/anguish_2015,Anguish,Fresh,62.0,13.0,Spilled,25.0,306.0,4,8,5,2015,2016
m/angus,Angus,Fresh,67.0,18.0,Upright,68.0,7220.0,9,12,6,1995,2016
m/angus_thongs_and_perfect_snogging,"Angus, Thongs and Perfect Snogging",Fresh,72.0,25.0,Upright,71.0,14390.0,8,18,7,2008,2014
m/animal_2014,Animal,Rotten,43.0,7.0,Spilled,33.0,603.0,0,3,4,2014,2015
m/animal_kingdom,Animal Kingdom,Fresh,94.0,163.0,Upright,83.0,29829.0,36,154,9,2010,2012
m/animals_2014,Animals,Fresh,85.0,27.0,Upright,70.0,586.0,13,23,4,2015,2016
m/animatrix,The Animatrix,Fresh,89.0,18.0,Upright,78.0,120990.0,1,16,2,2003,2016
m/anna_and_the_king_of_siam,Anna and the King of Siam,Fresh,88.0,8.0,Upright,68.0,4179.0,0,7,1,1946,2013
m/anna_karenina_2012,Anna Karenina,Fresh,63.0,191.0,Spilled,50.0,52673.0,50,120,71,2012,2015
m/annabelle,Annabelle,Rotten,29.0,132.0,Spilled,36.0,49531.0,30,38,94,2014,2016
m/annabelle_creation,Annabelle: Creation,Fresh,71.0,187.0,Upright,67.0,21991.0,30,132,55,2017,2017
m/annapolis,Annapolis,Rotten,10.0,114.0,Upright,60.0,119257.0,34,11,103,2006,2016
m/anne_frank_remembered,Anne Frank Remembered,Fresh,97.0,30.0,Upright,83.0,5075.0,16,29,1,1995,2012
m/anne_of_the_thousand_days,Anne of the Thousand Days,Rotten,38.0,13.0,Upright,83.0,3281.0,5,5,8,1969,2015
m/annie_1981,Annie,Rotten,57.0,28.0,Upright,69.0,365853.0,7,16,12,1982,2015
m/annie_2012,Annie,Rotten,28.0,160.0,Spilled,59.0,53472.0,49,45,116,2014,2015
m/annie_hall,Annie Hall,Fresh,98.0,82.0,Upright,92.0,153745.0,18,80,2,1977,2015
m/annihilation,Annihilation,Fresh,88.0,313.0,Upright,66.0,13491.0,49,274,39,2018,2018
m/anniversary_party,The Anniversary Party,Fresh,61.0,112.0,Spilled,58.0,6452.0,32,68,44,2001,2016
m/anomalisa,Anomalisa,Fresh,92.0,268.0,Upright,71.0,19668.0,52,247,22,2015,2016
m/anon,Anon,Rotten,37.0,49.0,Spilled,35.0,700.0,9,18,31,2018,2018
m/anonymous_2011,Anonymous,Rotten,45.0,175.0,Spilled,53.0,20182.0,54,79,96,2011,2013
m/another_48_hrs,Another 48 Hrs.,Rotten,21.0,29.0,Spilled,35.0,59438.0,7,6,23,1990,2013
m/another_country,Another Country,Fresh,80.0,5.0,Upright,74.0,4406.0,0,4,1,1984,2019
m/another_day_in_paradise_1997,Another Day in Paradise,Rotten,58.0,50.0,Upright,62.0,7798.0,14,29,21,1997,2016
m/another_earth,Another Earth,Fresh,66.0,134.0,Upright,66.0,19008.0,40,88,46,2011,2015
m/another_gay_movie,Another Gay Movie,Rotten,40.0,5.0,Upright,62.0,33355.0,2,2,3,2006,2017
m/another_gay_sequel,Another Gay Sequel: Gays Gone Wild!,Rotten,22.0,23.0,Spilled,34.0,1587.0,9,5,18,2008,2017
m/another_happy_day,Another Happy Day,Rotten,46.0,35.0,Spilled,44.0,1270.0,18,16,19,2011,2016
m/another_stakeout,Another Stakeout,Rotten,16.0,25.0,Spilled,28.0,19536.0,4,4,21,1993,2016
m/another_thin_man,Another Thin Man,Fresh,82.0,17.0,Upright,85.0,3477.0,3,14,3,1939,2008
m/another_wolfcop,Another WolfCop,Fresh,69.0,16.0,Upright,65.0,135.0,4,11,5,2017,2018
m/another_woman,Another Woman,Fresh,64.0,25.0,Upright,75.0,5502.0,7,16,9,1988,2016
m/another_year_2010,Another Year,Fresh,93.0,174.0,Upright,74.0,20675.0,42,161,13,2010,2014
m/another_you,Another You,Rotten,11.0,9.0,Spilled,34.0,3155.0,0,1,8,1991,2014
m/answer_man,The Answer Man (Arlen Faber),Rotten,30.0,46.0,Spilled,42.0,22935.0,22,14,32,2009,2017
m/answers_to_nothing,Answers to Nothing,Rotten,9.0,23.0,Spilled,36.0,1650.0,13,2,21,2011,2015
m/ant_bully,The Ant Bully,Fresh,62.0,117.0,Spilled,42.0,88927.0,36,72,45,2006,2008
m/ant_man_and_the_wasp,Ant-Man and the Wasp,Fresh,87.0,426.0,Upright,75.0,24677.0,54,373,54,2018,2018
m/antarctica_a_year_on_ice,Antarctica: A Year on Ice,Fresh,87.0,30.0,Upright,81.0,2718.0,10,26,4,2014,2016
m/antarctica_ice_and_sky_2017,Antarctica: Ice & Sky (La glace et le ciel),Fresh,89.0,28.0,Spilled,50.0,266.0,13,25,3,2017,2017
m/antboy,Antboy,Rotten,43.0,7.0,Spilled,36.0,493.0,2,3,4,2014,2016
m/antebellum,Antebellum,Rotten,28.0,161.0,Spilled,56.0,538.0,27,45,116,2020,2020
m/anthropoid,Anthropoid,Fresh,66.0,106.0,Upright,71.0,6553.0,32,70,36,2016,2016
m/anti_matter,Anti Matter,Fresh,88.0,24.0,Upright,78.0,3703.0,3,21,3,2017,2017
m/antibirth,Antibirth,Fresh,70.0,33.0,Spilled,33.0,484.0,11,23,10,2016,2017
m/antiquities,Antiquities,Fresh,100.0,5.0,Upright,89.0,83.0,0,5,0,2019,2019
m/antitrust,Antitrust,Rotten,24.0,106.0,Spilled,50.0,46285.0,32,25,81,2001,2016
m/antiviral,Antiviral,Fresh,66.0,93.0,Spilled,40.0,5962.0,24,61,32,2013,2017
m/antman,Ant-Man,Fresh,83.0,328.0,Upright,86.0,166901.0,57,272,57,2015,2016
m/anton_chekhovs_the_duel,Anton Chekhov's The Duel,Fresh,81.0,37.0,Upright,66.0,321.0,17,30,7,2010,2016
m/antonias_line,Antonia (Antonia's Line),Fresh,67.0,49.0,Upright,91.0,6224.0,21,33,16,1995,2016
m/ants_on_a_shrimp,Ants on a Shrimp,Fresh,78.0,9.0,Spilled,52.0,97.0,3,7,2,2016,2016
m/antwone_fisher,Antwone Fisher,Fresh,79.0,151.0,Upright,86.0,47233.0,36,119,32,2002,2015
m/antz,Antz,Fresh,92.0,93.0,Spilled,52.0,651974.0,26,86,7,1998,2015
m/any_day,Any Day,Rotten,0.0,7.0,Spilled,20.0,141.0,2,0,7,2015,2016
m/any_day_now_2012,Any Day Now,Fresh,79.0,66.0,Upright,76.0,5727.0,24,52,14,2012,2016
m/any_given_sunday,Any Given Sunday,Rotten,52.0,124.0,Upright,73.0,138938.0,31,65,59,1999,2010
m/any_which_way_you_can,Any Which Way You Can,Rotten,20.0,10.0,Spilled,45.0,21121.0,1,2,8,1980,2008
m/anything_but_love,Standard Time (Anything But Love),Rotten,36.0,36.0,Upright,69.0,228.0,18,13,23,2002,2016
m/anything_else,Anything Else,Rotten,40.0,137.0,Spilled,44.0,22066.0,39,55,82,2003,2016
m/anywhere_but_here,Anywhere but Here,Fresh,64.0,89.0,Spilled,55.0,39737.0,26,57,32,2000,2015
m/anzio,Anzio (Lo sbarco di Anzio),Fresh,67.0,6.0,Spilled,43.0,2287.0,1,4,2,1968,2012
m/apache,Apache,Fresh,78.0,9.0,Spilled,45.0,7123.0,0,7,2,1954,2016
m/apocalypse_now,Apocalypse Now,Fresh,98.0,95.0,Upright,94.0,286037.0,25,93,2,1979,2015
m/apocalypse_now_redux_2001,Apocalypse Now Redux,Fresh,93.0,83.0,Upright,91.0,3908.0,23,77,6,2001,2015
m/apocalypto,Apocalypto,Fresh,66.0,199.0,Upright,79.0,442641.0,52,131,68,2006,2020
m/apollo_13,Apollo 13,Fresh,96.0,92.0,Upright,87.0,432986.0,31,88,4,1995,2012
m/apollo_18,Apollo 18,Rotten,23.0,74.0,Spilled,23.0,42470.0,13,17,57,2011,2017
m/apostle,The Apostle,Fresh,90.0,49.0,Upright,78.0,8128.0,11,44,5,1998,2015
m/apostle_2018,Apostle,Fresh,78.0,68.0,Spilled,54.0,1301.0,13,53,15,2018,2018
m/apple_dumpling_gang,The Apple Dumpling Gang,Rotten,56.0,9.0,Upright,60.0,11088.0,3,5,4,1975,2016
m/apprenticeship_of_duddy_kravitz,The Apprenticeship of Duddy Kravitz,Fresh,93.0,14.0,Upright,71.0,767.0,4,13,1,1974,2012
m/approaching_the_unknown,Approaching the Unknown,Rotten,43.0,21.0,Spilled,14.0,1539.0,8,9,12,2016,2016
m/appropriate_behavior,Appropriate Behavior,Fresh,97.0,58.0,Upright,64.0,1661.0,20,56,3,2015,2016
m/apres_vous,Après vous (After You),Rotten,58.0,66.0,Upright,66.0,3635.0,23,38,28,2003,2017
m/april_and_the_extraordinary_world_2016,April and the Extraordinary World (Avril et le monde truqué),Fresh,96.0,56.0,Upright,77.0,3409.0,16,55,2,2016,2017
m/aprils_shower,April's Shower,Rotten,20.0,15.0,Spilled,34.0,11675.0,9,3,12,2004,2017
m/apt_pupil,Apt Pupil,Rotten,53.0,55.0,Spilled,56.0,38531.0,15,29,26,1998,2017
m/aqua_teen_hunger_force_colon_movie_film_for_theatres,Aqua Teen Hunger Force Colon Movie Film for Theaters,Rotten,48.0,84.0,Upright,68.0,38957.0,31,40,44,2007,2016
m/aquamarine,Aquamarine,Rotten,51.0,89.0,Upright,61.0,296552.0,31,45,44,2006,2015
m/aquaslash,Aquaslash,Rotten,29.0,7.0,Spilled,27.0,11.0,0,2,5,2020,2020
m/arachnophobia,Arachnophobia,Fresh,92.0,38.0,Spilled,54.0,225743.0,9,35,3,1990,2016
m/arbitrage,Arbitrage,Fresh,88.0,169.0,Upright,62.0,52744.0,43,148,21,2012,2015
m/archipelago,Archipelago,Fresh,96.0,24.0,Spilled,58.0,1786.0,11,23,1,2014,2017
m/architect,The Architect,Rotten,11.0,38.0,Spilled,27.0,1319.0,17,4,34,2006,2016
m/archive,Archive,Fresh,71.0,24.0,Upright,70.0,200.0,4,17,7,2020,2020
m/arctic_2019,Arctic,Fresh,90.0,148.0,Upright,78.0,1887.0,30,133,15,2019,2019
m/arctic_tale,Arctic Tale,Fresh,61.0,98.0,Upright,61.0,21100.0,32,60,38,2007,2016
m/are_we_done_yet,Are We Done Yet?,Rotten,8.0,92.0,Spilled,31.0,29.0,31,7,85,2007,2016
m/are_you_here,Are You Here,Rotten,8.0,49.0,Spilled,22.0,6546.0,18,4,46,2014,2017
m/argo_2012,Argo,Fresh,96.0,356.0,Upright,90.0,208711.0,63,341,15,2012,2014
m/aria,Aria,Rotten,50.0,12.0,Spilled,47.0,2273.0,2,6,6,1988,2017
m/aristocats,The Aristocats,Fresh,64.0,33.0,Upright,70.0,273507.0,6,21,12,1970,2014
m/arizona_2018,Arizona,Rotten,43.0,37.0,Spilled,43.0,259.0,9,16,21,2018,2018
m/arizona_dream,Arizona Dream,Fresh,87.0,15.0,Upright,86.0,25431.0,6,13,2,1993,2013
m/arkansas,Arkansas,Rotten,47.0,64.0,Spilled,54.0,233.0,15,30,34,2020,2020
m/arlington_road,Arlington Road,Fresh,63.0,91.0,Upright,74.0,42871.0,22,57,34,1999,2012
m/armageddon,Armageddon,Rotten,38.0,122.0,Upright,73.0,909649.0,36,46,76,1998,2015
m/armed_response_2017,Armed Response,Rotten,0.0,12.0,Spilled,18.0,120.0,6,0,12,2017,2017
m/armored,Armored,Rotten,40.0,55.0,Spilled,31.0,205089.0,18,22,33,2009,2012
m/army_of_crime,Army of Crime (L'Armée du Crime),Fresh,88.0,32.0,Upright,68.0,2074.0,12,28,4,2010,2016
m/army_of_darkness,Army of Darkness,Fresh,73.0,49.0,Upright,87.0,218605.0,6,36,13,1993,2012
m/army_of_one_2016,Army of One,Rotten,25.0,12.0,Spilled,25.0,554.0,2,3,9,2016,2017
m/army_of_shadows,Army of Shadows (L'Armée des ombres),Fresh,97.0,75.0,Upright,94.0,7120.0,26,73,2,1969,2016
m/around_the_bend,Around the Bend,Rotten,29.0,98.0,Upright,61.0,4741.0,31,28,70,2004,2009
m/around_the_block,Around The Block,Fresh,67.0,9.0,Spilled,39.0,355.0,3,6,3,2014,2016
m/around_the_world_in_80_days,Around the World in 80 Days,Rotten,32.0,128.0,Spilled,34.0,262265.0,35,41,87,2004,2016
m/aroused,Aroused,Rotten,31.0,13.0,Spilled,34.0,790.0,5,4,9,2013,2016
m/arranged,Arranged,Fresh,64.0,14.0,Upright,89.0,2135.0,4,9,5,2007,2016
m/arrival_2016,Arrival,Fresh,94.0,426.0,Upright,82.0,83315.0,59,402,24,2016,2017
m/arsenal_2017,Arsenal,Rotten,3.0,30.0,Spilled,17.0,284.0,9,1,29,2017,2017
m/arsenic_and_old_lace,Arsenic and Old Lace,Fresh,81.0,27.0,Upright,92.0,45538.0,4,22,5,1944,2008
m/art_of_being_straight,The Art of Being Straight,Rotten,38.0,8.0,Spilled,31.0,324.0,5,3,5,2008,2017
m/art_school_confidential,Art School Confidential,Rotten,36.0,138.0,Spilled,48.0,44497.0,37,50,88,2006,2016
m/arthur_2011,Arthur,Rotten,27.0,192.0,Spilled,44.0,45552.0,48,51,141,2011,2013
m/arthur_2_on_the_rocks,Arthur 2: On the Rocks,Rotten,13.0,23.0,Spilled,31.0,7492.0,7,3,20,1988,2008
m/arthur_newman,Arthur Newman,Rotten,20.0,51.0,Spilled,25.0,1450.0,19,10,41,2013,2016
m/article_99,Article 99,Rotten,43.0,14.0,Spilled,54.0,2670.0,3,6,8,1992,2017
m/artik,Artik,Fresh,100.0,6.0,Spilled,26.0,23.0,0,6,0,2019,2019
m/artists_and_models,Artists and Models,Fresh,78.0,9.0,Upright,76.0,804.0,2,7,2,1955,2016
m/as_aboveso_below,"As Above, So Below",Rotten,26.0,77.0,Spilled,40.0,22353.0,15,20,57,2014,2015
m/as_cool_as_i_am_2013,As Cool As I Am,Rotten,14.0,7.0,Spilled,25.0,559.0,5,1,6,2013,2016
m/as_good_as_it_gets,As Good as It Gets,Fresh,85.0,79.0,Upright,86.0,378698.0,22,67,12,1997,2012
m/as_i_lay_dying_2013,As I Lay Dying,Rotten,38.0,29.0,Spilled,36.0,3641.0,11,11,18,2013,2017
m/as_if_i_am_not_there_2011,As If I Am Not There,Fresh,85.0,13.0,Upright,78.0,603.0,6,11,2,2010,2019
m/ash_wednesday_1973,Ash Wednesday,Rotten,9.0,11.0,Spilled,17.0,277.0,4,1,10,1973,2017
m/ashby,Ashby,Rotten,52.0,21.0,Spilled,48.0,1565.0,6,11,10,2015,2017
m/ashes_and_diamonds,Popiól i diament (Ashes and Diamonds),Fresh,95.0,22.0,Upright,88.0,3601.0,8,21,1,1958,2017
m/ashes_in_the_snow,Ashes in the Snow,Rotten,50.0,14.0,Upright,84.0,356.0,6,7,7,2019,2019
m/ashes_of_time_redux_2008,Ashes of Time Redux,Fresh,78.0,87.0,Upright,75.0,11235.0,32,68,19,2008,2012
m/ashik_kerib,Ashik Kerib,Fresh,100.0,7.0,Upright,78.0,406.0,4,7,0,1989,2016
m/ask_the_dust,Ask the Dust,Rotten,35.0,103.0,Spilled,41.0,42288.0,38,36,67,2006,2013
m/asoka,Asoka,Fresh,100.0,10.0,Upright,69.0,9394.0,1,10,0,2001,2017
m/aspen_extreme,Aspen Extreme,Rotten,22.0,9.0,Upright,67.0,7354.0,1,2,7,1993,2016
m/asphalt_jungle,The Asphalt Jungle,Fresh,97.0,35.0,Upright,87.0,7112.0,4,34,1,1950,2012
m/asphyx,The Asphyx,Fresh,67.0,6.0,Spilled,44.0,939.0,1,4,2,1973,2016
m/ass_backwards_2013,Ass Backwards,Rotten,27.0,22.0,Spilled,17.0,458.0,11,6,16,2013,2016
m/assassination_bureau,The Assassination Bureau,Fresh,75.0,8.0,Upright,73.0,1270.0,3,6,2,1969,2017
m/assassination_nation,Assassination Nation,Fresh,74.0,134.0,Spilled,54.0,1080.0,20,99,35,2018,2018
m/assassination_of_a_high_school_president,Assassination of a High School President,Rotten,50.0,10.0,Spilled,46.0,99813.0,3,5,5,2008,2016
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Fresh,77.0,175.0,Upright,75.0,98210.0,53,134,41,2007,2009
m/assassination_tango,Assassination Tango,Rotten,47.0,89.0,Spilled,32.0,2193.0,31,42,47,2003,2017
m/assassins,Assassins,Rotten,16.0,50.0,Spilled,45.0,60267.0,8,8,42,1995,2008
m/assassins_bullet_2012,Assassin's Bullet,Rotten,7.0,15.0,Spilled,12.0,425.0,10,1,14,2012,2016
m/assassins_creed,Assassin's Creed,Rotten,18.0,221.0,Spilled,43.0,57442.0,38,39,182,2016,2017
m/assault_on_precinct_13,Assault on Precinct 13,Rotten,59.0,165.0,Spilled,48.0,94499.0,39,98,67,2005,2015
m/assault_on_wall_street_2013,Assault On Wall Street,Rotten,25.0,8.0,Spilled,42.0,1653.0,3,2,6,2013,2016
m/assaulted_civil_rights_under_fire,Assaulted: CIVIL Rights Under Fire,Fresh,60.0,5.0,Upright,93.0,215.0,4,3,2,2013,2017
m/assisted_living,Assisted Living,Fresh,76.0,46.0,Upright,81.0,687.0,18,35,11,2005,2006
m/astro_boy,Astro Boy (AstroBoy),Rotten,50.0,138.0,Spilled,50.0,148480.0,39,69,69,2009,2015
m/astronaut_2019,Astronaut,Fresh,67.0,52.0,Upright,68.0,40.0,8,35,17,2019,2019
m/astronaut_farmer,The Astronaut Farmer,Rotten,58.0,138.0,Spilled,49.0,283592.0,35,80,58,2006,2011
m/astronauts_wife,The Astronaut's Wife,Rotten,15.0,59.0,Spilled,33.0,59160.0,20,9,50,1999,2011
m/asylum2005,Asylum,Rotten,36.0,90.0,Spilled,42.0,11441.0,26,32,58,2005,2016
m/at_any_price_2012,At Any Price,Rotten,51.0,104.0,Spilled,31.0,4998.0,34,53,51,2013,2014
m/at_close_range,At Close Range,Fresh,87.0,23.0,Upright,79.0,8984.0,4,20,3,1986,2016
m/at_eternitys_gate,At Eternity's Gate,Fresh,79.0,182.0,Upright,64.0,1249.0,35,143,39,2018,2019
m/at_first_light,At First Light,Rotten,54.0,13.0,Spilled,49.0,71.0,5,7,6,2018,2018
m/at_middleton,At Middleton,Fresh,61.0,38.0,Spilled,45.0,2361.0,20,23,15,2014,2015
m/at_the_devils_door,At The Devil's Door,Rotten,43.0,23.0,Spilled,21.0,2391.0,6,10,13,2014,2016
m/at_the_earths_core,At the Earth's Core,Rotten,33.0,9.0,Spilled,34.0,2859.0,1,3,6,1976,2017
m/atanarjuat_the_fast_runner_2002,Atanarjuat: The Fast Runner (Atanarjuat),Fresh,91.0,98.0,Upright,82.0,5501.0,31,89,9,2002,2018
m/atl,ATL,Fresh,62.0,86.0,Upright,86.0,117127.0,31,53,33,2006,2009
m/atlantic_city,Atlantic City,Fresh,100.0,33.0,Upright,77.0,5228.0,7,33,0,1980,2013
m/atlantics,Atlantics,Fresh,96.0,152.0,Upright,71.0,91.0,28,146,6,2019,2019
m/atlantis_the_lost_empire,Atlantis - The Lost Empire,Rotten,49.0,143.0,Spilled,53.0,365648.0,36,70,73,2001,2015
m/atlas_shrugged_part_i,Atlas Shrugged: Part I,Rotten,12.0,52.0,Upright,69.0,16985.0,18,6,46,2011,2015
m/atlas_shrugged_part_ii,Atlas Shrugged: Part II,Rotten,4.0,23.0,Upright,60.0,12870.0,11,1,22,2012,2015
m/atlas_shrugged_who_is_john_galt,Atlas Shrugged: Who Is John Galt?,Rotten,0.0,10.0,Spilled,40.0,4253.0,6,0,10,2014,2015
m/atm,ATM,Rotten,12.0,26.0,Spilled,23.0,10064.0,8,3,23,2012,2017
m/atomic_blonde_2017,Atomic Blonde,Fresh,78.0,356.0,Upright,64.0,34635.0,49,280,77,2017,2017
m/atonement,Atonement,Fresh,83.0,217.0,Upright,80.0,227149.0,54,181,36,2007,2015
m/atrocious,Atrocious,Rotten,56.0,18.0,Spilled,29.0,995.0,3,10,8,2011,2017
m/attack-of-the-killer-tomatoes,Attack of the Killer Tomatoes!,Rotten,27.0,11.0,Spilled,42.0,34705.0,0,3,8,1978,2016
m/attack_of_the_lederhosen_zombies,Attack of the Lederhosen Zombies,Rotten,55.0,11.0,Spilled,38.0,140.0,2,6,5,2017,2017
m/attack_on_titan_part_2,Attack On Titan: Part 2 (Shingeki no kyojin endo obu za warudo),Rotten,50.0,8.0,Spilled,36.0,2327.0,2,4,4,2015,2016
m/attack_the_block,Attack the Block,Fresh,90.0,179.0,Upright,75.0,33998.0,39,161,18,2011,2014
m/attenberg_2010,Attenberg,Fresh,78.0,45.0,Spilled,53.0,2350.0,19,35,10,2012,2017
m/attraction,Attraction,Rotten,0.0,7.0,Spilled,10.0,135.0,3,0,7,2001,2015
m/audition_1999,Audition (Ôdishon),Fresh,82.0,77.0,Upright,80.0,56705.0,15,63,14,1999,2015
m/audrey_rose,Audrey Rose,Rotten,50.0,16.0,Spilled,43.0,7440.0,1,8,8,1977,2017
m/auggie,Auggie,Fresh,80.0,15.0,Upright,73.0,11.0,3,12,3,2019,2019
m/august_osage_county,August: Osage County,Fresh,67.0,203.0,Upright,65.0,39138.0,51,135,68,2013,2016
m/august_rush,August Rush,Rotten,37.0,123.0,Upright,82.0,229259.0,33,46,77,2007,2009
m/auntie_mame,Auntie Mame,Fresh,93.0,15.0,Upright,93.0,8232.0,0,14,1,1958,2007
m/aurora_2011,Aurora,Fresh,77.0,30.0,Spilled,57.0,660.0,14,23,7,2011,2020
m/austenland_2013,Austenland,Rotten,31.0,112.0,Spilled,54.0,9238.0,34,35,77,2013,2015
m/austin_powers_international_man_of_mystery,Austin Powers: International Man of Mystery,Fresh,71.0,63.0,Upright,77.0,848324.0,17,45,18,1997,2008
m/austin_powers_the_spy_who_shagged_me,Austin Powers: The Spy Who Shagged Me,Rotten,52.0,90.0,Upright,71.0,942294.0,20,47,43,1999,2016
m/australia,Australia,Rotten,55.0,222.0,Upright,65.0,261514.0,58,122,100,2008,2015
m/australia_land_beyond_time,Australia: Land Beyond Time,Fresh,86.0,7.0,Spilled,43.0,610.0,2,6,1,2002,2016
m/australias_lost_gold,Lasseter's Bones,Fresh,88.0,8.0,Upright,66.0,283.0,2,7,1,2016,2016
m/author_the_jt_leroy_story,Author: The JT LeRoy Story,Fresh,77.0,91.0,Upright,62.0,471.0,24,70,21,2016,2016
m/authors_anonymous,Authors Anonymous,Rotten,7.0,14.0,Spilled,15.0,572.0,7,1,13,2014,2016
m/auto_focus,Auto Focus,Fresh,71.0,164.0,Upright,61.0,6012.0,43,117,47,2002,2012
m/autumn_blood,Autumn Blood,Rotten,20.0,5.0,Spilled,37.0,137.0,2,1,4,2014,2016
m/autumn_in_new_york,Autumn in New York,Rotten,19.0,72.0,Spilled,54.0,33526.0,21,14,58,2000,2016
m/autumn_lights,Autumn Lights,Rotten,14.0,7.0,Upright,83.0,193.0,2,1,6,2016,2017
m/autumn_sonata,Höstsonaten (Autumn Sonata),Fresh,84.0,25.0,Upright,92.0,7250.0,4,21,4,1978,2018
m/autumn_spring,Autumn Spring (Babí léto),Fresh,97.0,38.0,Upright,84.0,1287.0,15,37,1,2003,2016
