rotten_tomatoes_link,movie_title,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year
m/merry_gentleman,The Merry Gentleman,Fresh,65.0,77.0,Spilled,49.0,4680.0,33,50,27,2009,2016
m/meskada,Meskada,Rotten,33.0,6.0,Spilled,29.0,897.0,2,2,4,2010,2016
m/mesrine_public_enemy_1,Mesrine: Public Enemy #1 (Mesrine: L'ennemi public no. 1),Fresh,81.0,89.0,Upright,82.0,14736.0,26,72,17,2010,2017
m/message_in_a_bottle,Message in a Bottle,Rotten,32.0,38.0,Upright,66.0,62246.0,6,12,26,1999,2010
m/messenger_the_story_of_joan_of_arc,The Messenger: The Story of Joan of Arc,Rotten,30.0,73.0,Spilled,58.0,46967.0,23,22,51,1999,2012
m/metallica_through_the_never,Metallica Through the Never,Fresh,79.0,67.0,Upright,73.0,13888.0,26,53,14,2013,2016
m/metropia,Metropia,Rotten,50.0,6.0,Spilled,56.0,2982.0,1,3,3,2010,2015
m/metropolitan,Metropolitan,Fresh,93.0,40.0,Upright,85.0,5310.0,15,37,3,1990,2017
m/mexican,The Mexican,Rotten,54.0,133.0,Spilled,44.0,132325.0,36,72,61,2001,2013
m/mfa,M.F.A.,Fresh,79.0,24.0,Upright,87.0,607.0,4,19,5,2017,2017
m/mfkz,MFKZ,Rotten,39.0,18.0,Upright,82.0,224.0,5,7,11,2018,2019
m/mi_5_2015,MI-5 (Spooks: The Greater Good),Fresh,63.0,41.0,Spilled,50.0,7217.0,9,26,15,2015,2016
m/mia_and_the_white_lion,Mia and the White Lion,Fresh,88.0,17.0,Spilled,56.0,73.0,3,15,2,2019,2019
m/mia_et_le_migou,Mia et le Migou (Mia and the Migoo),Rotten,38.0,16.0,Upright,64.0,1047.0,11,6,10,2011,2017
m/mia_madre,Mia Madre,Fresh,83.0,89.0,Upright,60.0,2688.0,26,74,15,2016,2016
m/miami_blues,Miami Blues,Fresh,81.0,21.0,Spilled,55.0,4829.0,3,17,4,1990,2016
m/miami_connection,Miami Connection,Fresh,68.0,19.0,Upright,64.0,663.0,4,13,6,1988,2016
m/miami_rhapsody,Miami Rhapsody,Rotten,45.0,20.0,Spilled,26.0,4265.0,4,9,11,1995,2016
m/miami_vice,Miami Vice,Rotten,47.0,223.0,Spilled,43.0,360271.0,50,104,119,2006,2015
m/michael-jordan-to-the-max,Michael Jordan to the Max,Fresh,67.0,27.0,Upright,81.0,3135.0,8,18,9,2000,2007
m/michael_2011,Michael,Fresh,80.0,40.0,Upright,67.0,2189.0,17,32,8,2012,2017
m/michael_clayton,Michael Clayton,Fresh,91.0,203.0,Upright,69.0,299971.0,52,184,19,2007,2009
m/michael_collins,Michael Collins,Fresh,77.0,47.0,Upright,84.0,21325.0,12,36,11,1996,2008
m/mickey_blue_eyes,Mickey Blue Eyes,Rotten,45.0,77.0,Spilled,42.0,56951.0,24,35,42,1999,2014
m/micmacs,Micmacs (Micmacs à tire-larigot),Fresh,72.0,143.0,Upright,74.0,10934.0,39,103,40,2010,2013
m/mid90s,Mid90s,Fresh,80.0,224.0,Upright,80.0,2750.0,42,180,45,2018,2018
m/mid_august_lunch,Pranzo di Ferragosto (Mid-August Lunch),Fresh,88.0,66.0,Upright,70.0,3958.0,21,58,8,2009,2016
m/middle_men,Middle Men,Rotten,40.0,53.0,Spilled,56.0,19282.0,19,21,32,2010,2014
m/middle_of_nowhere,Middle of Nowhere,Fresh,88.0,50.0,Upright,64.0,2643.0,22,44,6,2012,2016
m/middle_school_the_worst_years_of_my_life,Middle School: The Worst Years of My Life,Fresh,63.0,43.0,Spilled,58.0,5371.0,11,27,16,2016,2016
m/midnight_cowboy,Midnight Cowboy,Fresh,88.0,75.0,Upright,88.0,40013.0,16,66,9,1969,2016
m/midnight_crossing,Midnight Crossing,Rotten,40.0,5.0,Spilled,38.0,162.0,0,2,3,1988,2017
m/midnight_express,Midnight Express,Fresh,96.0,26.0,Upright,89.0,31089.0,2,25,1,1978,2012
m/midnight_family,Midnight Family,Fresh,97.0,71.0,Upright,82.0,44.0,13,69,2,2019,2020
m/midnight_in_paris,Midnight in Paris,Fresh,93.0,224.0,Upright,83.0,82553.0,56,208,16,2011,2013
m/midnight_in_the_garden_of_good_and_evil,Midnight in the Garden of Good and Evil,Rotten,50.0,36.0,Upright,65.0,37121.0,8,18,18,1997,2008
m/midnight_return_the_story_of_billy_hayes_and_turkey,Midnight Return: The Story of Billy Hayes and Turkey,Fresh,75.0,8.0,Upright,80.0,49.0,4,6,2,2017,2018
m/midnight_run,Midnight Run,Fresh,94.0,53.0,Upright,87.0,24991.0,14,50,3,1988,2015
m/midnight_special_2015,Midnight Special,Fresh,84.0,231.0,Upright,67.0,22339.0,50,193,38,2016,2016
m/midnight_sun_2018,Midnight Sun,Rotten,21.0,61.0,Spilled,55.0,1292.0,17,13,48,2018,2018
m/midnights_children,Midnight's Children,Rotten,41.0,63.0,Spilled,39.0,1443.0,25,26,37,2013,2017
m/midsummer_nights_sex_comedy,A Midsummer Night's Sex Comedy,Fresh,77.0,26.0,Spilled,57.0,9507.0,6,20,6,1982,2017
m/midway,Midway,Rotten,47.0,15.0,Upright,72.0,7178.0,1,7,8,1976,2016
m/mifune_the_last_samurai,Mifune: The Last Samurai,Fresh,83.0,36.0,Upright,77.0,772.0,11,30,6,2016,2017
m/mifunes_last_song,Mifune's Last Song (Mifune) (Mifunes sidste sang),Fresh,74.0,31.0,Upright,85.0,1915.0,7,23,8,2000,2015
m/mighty,The Mighty,Fresh,75.0,40.0,Upright,79.0,8464.0,7,30,10,1998,2016
m/mighty_ducks,The Mighty Ducks,Rotten,23.0,30.0,Upright,65.0,278472.0,7,7,23,1992,2015
m/mighty_fine,Mighty Fine,Rotten,19.0,16.0,Spilled,49.0,1683.0,10,3,13,2012,2015
m/mighty_heart,A Mighty Heart,Fresh,79.0,195.0,Upright,70.0,106646.0,60,155,40,2007,2013
m/mighty_oak,Mighty Oak,Fresh,65.0,17.0,Upright,88.0,67.0,2,11,6,2020,2020
m/mighty_quinn,The Mighty Quinn,Fresh,88.0,16.0,Spilled,48.0,6250.0,3,14,2,1989,2016
m/mighty_wind,A Mighty Wind,Fresh,87.0,175.0,Upright,75.0,42569.0,41,153,22,2003,2011
m/mike_and_dave_need_wedding_dates,Mike and Dave Need Wedding Dates,Rotten,38.0,170.0,Spilled,51.0,28143.0,34,64,106,2016,2016
m/milagro_beanfield_war,The Milagro Beanfield War,Rotten,59.0,32.0,Upright,75.0,3499.0,8,19,13,1988,2016
m/milarepa,Milarepa,Rotten,41.0,27.0,Upright,61.0,571.0,8,11,16,2007,2017
m/mildred_pierce,Mildred Pierce,Fresh,86.0,44.0,Upright,90.0,8234.0,9,38,6,1945,2008
m/mile_22,Mile 22,Rotten,23.0,189.0,Spilled,44.0,2769.0,33,43,146,2018,2018
m/miles_ahead_2016,Miles Ahead,Fresh,74.0,178.0,Spilled,57.0,6589.0,48,131,47,2016,2016
m/military_wives,Military Wives,Fresh,76.0,118.0,Upright,61.0,51.0,22,90,28,2020,2020
m/milk,Milk,Fresh,93.0,244.0,Upright,89.0,178019.0,55,226,18,2008,2012
m/milk_of_sorrow,The Milk of Sorrow (La Teta Asustada),Fresh,78.0,41.0,Upright,69.0,8806.0,14,32,9,2010,2015
m/millennium_actress_2001,Millennium Actress (Sennen joyû),Fresh,93.0,56.0,Upright,90.0,13010.0,16,52,4,2001,2019
m/millers_crossing,Miller's Crossing,Fresh,92.0,60.0,Upright,90.0,50537.0,11,55,5,1990,2015
m/million_dollar_arm,Million Dollar Arm,Fresh,65.0,146.0,Upright,68.0,35552.0,41,95,51,2014,2015
m/million_dollar_baby,Million Dollar Baby,Fresh,91.0,268.0,Upright,90.0,405053.0,58,243,25,2004,2016
m/million_dollar_hotel,The Million Dollar Hotel,Rotten,25.0,44.0,Upright,67.0,11389.0,15,11,33,2000,2016
m/millions,Millions,Fresh,88.0,161.0,Upright,78.0,29731.0,35,141,20,2005,2015
m/miltons_secret,Milton's Secret,Rotten,38.0,13.0,Upright,70.0,169.0,5,5,8,2016,2016
m/milyang-secret-sunshine,Secret Sunshine,Fresh,94.0,31.0,Upright,79.0,4505.0,8,29,2,2010,2017
m/mimic_sentinel,Mimic: Sentinel,Fresh,60.0,5.0,Spilled,15.0,4724.0,0,3,2,2003,2016
m/mind-game,Mind Game,Fresh,100.0,11.0,Upright,93.0,3388.0,5,11,0,2004,2018
m/mindhunters,Mindhunters,Rotten,24.0,119.0,Spilled,57.0,34048.0,32,29,90,2005,2015
m/mindscape_2013,Anna,Rotten,33.0,21.0,Spilled,38.0,944.0,6,7,14,2014,2014
m/mine_2017,Mine,Rotten,17.0,30.0,Spilled,45.0,1267.0,8,5,25,2017,2019
m/mine_9,Mine 9,Fresh,89.0,19.0,Upright,77.0,141.0,8,17,2,2019,2020
m/mine_vaganti,Loose Cannons (Mine Vaganti),Fresh,72.0,18.0,Upright,73.0,1191.0,7,13,5,2010,2016
m/minions,Minions,Rotten,55.0,221.0,Spilled,49.0,136913.0,41,122,99,2015,2016
m/minority_report,Minority Report,Fresh,90.0,252.0,Upright,80.0,481543.0,51,227,25,2002,2013
m/minus_man,The Minus Man,Rotten,58.0,36.0,Spilled,46.0,4056.0,9,21,15,1999,2016
m/miracle,Miracle,Fresh,81.0,165.0,Upright,90.0,57068.0,38,133,32,2004,2015
m/miracle_at_st_anna,Miracle at St. Anna,Rotten,33.0,121.0,Spilled,51.0,16892.0,36,40,81,2008,2016
m/miracle_mile,Miracle Mile,Fresh,91.0,32.0,Upright,73.0,3747.0,1,29,3,1989,2017
m/miracle_of_morgans_creek,The Miracle of Morgan's Creek,Fresh,89.0,27.0,Upright,83.0,3136.0,4,24,3,1944,2016
m/miracle_on_34th_street,Miracle on 34th Street,Fresh,96.0,47.0,Upright,87.0,47572.0,10,45,2,1947,2015
m/miracle_on_34th_street_1994,Miracle on 34th Street,Fresh,60.0,35.0,Upright,62.0,55580.0,10,21,14,1994,2015
m/miracles_from_heaven,Miracles from Heaven,Rotten,45.0,93.0,Upright,81.0,22115.0,25,42,51,2016,2016
m/mirai,Mirai,Fresh,90.0,83.0,Upright,80.0,911.0,16,75,8,2018,2019
m/miral,Miral,Rotten,17.0,65.0,Spilled,54.0,5416.0,26,11,54,2011,2017
m/mirror_has_two_faces,The Mirror Has Two Faces,Rotten,55.0,33.0,Upright,72.0,9510.0,7,18,15,1996,2012
m/mirror_mirror_2012,Mirror Mirror,Rotten,50.0,197.0,Spilled,45.0,146207.0,40,99,98,2012,2012
m/mirrormask,MirrorMask,Rotten,54.0,89.0,Upright,80.0,70937.0,27,48,41,2005,2012
m/misconduct,Misconduct,Rotten,7.0,28.0,Spilled,22.0,1148.0,13,2,26,2016,2016
m/misery,Misery,Fresh,90.0,68.0,Upright,89.0,177958.0,12,61,7,1990,2016
m/misery_loves_comedy,Misery Loves Comedy,Rotten,36.0,25.0,Spilled,33.0,432.0,12,9,16,2014,2016
m/misfits,The Misfits,Fresh,97.0,30.0,Upright,78.0,9404.0,9,29,1,1961,2017
m/misfortunates,De Helaasheid der Dingen (The Misfortunates),Fresh,71.0,21.0,Upright,77.0,1026.0,12,15,6,2010,2017
m/mishima_a_life_in_four_chapters,Mishima: A Life in Four Chapters,Fresh,89.0,28.0,Upright,91.0,3230.0,11,25,3,1985,2017
m/miss_arizona_2019,Miss Arizona,Rotten,50.0,6.0,Spilled,50.0,10.0,3,3,3,2019,2019
m/miss_bala_2011,Miss Bala,Fresh,87.0,69.0,Upright,63.0,4826.0,30,60,9,2012,2013
m/miss_bala_2019,Miss Bala,Rotten,22.0,110.0,Spilled,54.0,722.0,26,24,86,2019,2019
m/miss_congeniality,Miss Congeniality,Rotten,41.0,116.0,Upright,69.0,975545.0,31,48,68,2000,2011
m/miss_congeniality_2,Miss Congeniality 2 - Armed and Fabulous,Rotten,15.0,147.0,Spilled,43.0,447190.0,36,22,125,2005,2008
m/miss_julie_2014,Miss Julie,Rotten,52.0,54.0,Spilled,25.0,635.0,21,28,26,2014,2015
m/miss_juneteenth,Miss Juneteenth,Fresh,99.0,120.0,Upright,61.0,104.0,27,119,1,2020,2020
m/miss_meadows,Miss Meadows,Rotten,25.0,20.0,Spilled,35.0,1635.0,9,5,15,2014,2014
m/miss_minoes,Miss Minoes,Fresh,64.0,11.0,Upright,71.0,683.0,5,7,4,2011,2016
m/miss_peregrines_home_for_peculiar_children,Miss Peregrine's Home for Peculiar Children,Fresh,64.0,248.0,Upright,60.0,38882.0,47,158,90,2016,2016
m/miss_pettigrew_lives_for_a_day,Miss Pettigrew Lives for a Day,Fresh,78.0,150.0,Upright,71.0,81545.0,42,117,33,2008,2016
m/miss_potter,Miss Potter,Fresh,67.0,129.0,Upright,68.0,332612.0,45,87,42,2007,2016
m/miss_sloane,Miss Sloane,Fresh,76.0,191.0,Upright,72.0,9829.0,43,145,46,2016,2017
m/miss_stevens,Miss Stevens,Fresh,91.0,23.0,Upright,67.0,691.0,12,21,2,2016,2016
m/miss_virginia,Miss Virginia,Rotten,50.0,14.0,Upright,84.0,56.0,4,7,7,2019,2019
m/miss_you_already,Miss You Already,Fresh,71.0,117.0,Upright,68.0,9200.0,32,83,34,2015,2016
m/missing_link_2019,Missing Link,Fresh,89.0,168.0,Upright,67.0,937.0,29,149,19,2019,2019
m/mission_impossible,Mission: Impossible,Fresh,64.0,58.0,Upright,71.0,867351.0,21,37,21,1996,2013
m/mission_impossible_2,Mission: Impossible 2,Rotten,57.0,151.0,Spilled,42.0,451978.0,36,86,65,2000,2013
m/mission_impossible_3,Mission: Impossible III,Fresh,71.0,224.0,Upright,69.0,508991.0,51,158,66,2006,2013
m/mission_impossible_fallout,Mission: Impossible - Fallout,Fresh,97.0,428.0,Upright,88.0,16098.0,59,417,12,2018,2018
m/mission_impossible_ghost_protocol,Mission: Impossible Ghost Protocol,Fresh,94.0,249.0,Upright,76.0,473424.0,56,233,16,2011,2014
m/mission_impossible_rogue_nation,Mission: Impossible Rogue Nation,Fresh,93.0,322.0,Upright,87.0,93178.0,52,301,21,2015,2016
m/mission_of_honor_2019,Mission of Honor,Fresh,83.0,6.0,Spilled,46.0,69.0,2,5,1,2019,2019
m/mission_park_2013,Mission Park,Rotten,0.0,6.0,Upright,60.0,213.0,3,0,6,2013,2014
m/mission_to_mars,Mission to Mars,Rotten,24.0,112.0,Spilled,30.0,53548.0,28,27,85,2000,2016
m/missionary,The Missionary,Fresh,100.0,5.0,Spilled,42.0,1101.0,1,5,0,1982,2017
m/missionary_2014,Missionary,Rotten,45.0,11.0,Spilled,24.0,161.0,4,5,6,2014,2016
m/mississippi_burning,Mississippi Burning,Fresh,84.0,25.0,Upright,90.0,39455.0,6,21,4,1988,2015
m/mississippi_grind,Mississippi Grind,Fresh,91.0,118.0,Spilled,55.0,8518.0,33,107,11,2015,2016
m/missouri_breaks,The Missouri Breaks,Fresh,81.0,27.0,Spilled,59.0,3999.0,4,22,5,1976,2016
m/mist,The Mist,Fresh,72.0,145.0,Upright,65.0,198389.0,33,105,41,2007,2016
m/mister_foe,Hallam Foe (Mister Foe),Fresh,73.0,64.0,Upright,72.0,18165.0,23,47,17,2007,2016
m/mistress_1991,Mistress,Fresh,72.0,18.0,Spilled,39.0,588.0,7,13,5,1991,2016
m/mixed_nuts,Mixed Nuts,Rotten,10.0,30.0,Spilled,47.0,9735.0,7,3,27,1994,2012
m/mo_money,Mo' Money,Rotten,16.0,25.0,Spilled,51.0,8997.0,5,4,21,1992,2012
m/moana_2016,Moana,Fresh,95.0,279.0,Upright,89.0,69449.0,51,265,14,2016,2017
m/mob_town_2019,Mob Town,Rotten,0.0,9.0,Spilled,29.0,21.0,3,0,9,2019,2019
m/mobile_homes_2018,Mobile Homes,Fresh,60.0,20.0,Spilled,40.0,48.0,6,12,8,2018,2019
m/mobsters,Mobsters,Rotten,6.0,32.0,Spilled,57.0,10318.0,13,2,30,1991,2014
m/mod_squad,The Mod Squad,Rotten,3.0,63.0,Spilled,17.0,13716.0,19,2,61,1999,2016
m/model_shop,Model Shop,Fresh,83.0,6.0,Spilled,44.0,250.0,0,5,1,1968,2019
m/modern_life,Modern Life (Profils paysans: la vie moderne),Fresh,100.0,19.0,Upright,74.0,305.0,8,19,0,2008,2015
m/modern_life_is_rubbish_2018,Modern Life Is Rubbish,Rotten,33.0,15.0,Upright,73.0,56.0,7,5,10,2018,2018
m/modern_romance,Modern Romance,Fresh,81.0,21.0,Upright,71.0,1681.0,3,17,4,1981,2013
m/modern_times,Modern Times,Fresh,100.0,61.0,Upright,95.0,40236.0,13,61,0,1936,2017
m/modigliani,Modigliani,Rotten,4.0,24.0,Upright,78.0,4767.0,12,1,23,2004,2017
m/moebius_2013,Moebius,Fresh,79.0,43.0,Spilled,58.0,612.0,15,34,9,2014,2016
m/mogambo,Mogambo,Fresh,83.0,12.0,Spilled,55.0,2878.0,1,10,2,1953,2009
m/mohawk_2018,Mohawk,Fresh,84.0,43.0,Spilled,28.0,218.0,9,36,7,2018,2018
m/mojados_through_the_night_2004,Mojados: Through the Night,Fresh,80.0,10.0,Upright,88.0,317.0,5,8,2,2004,2017
m/mojave_2016,Mojave,Rotten,31.0,65.0,Spilled,29.0,391.0,21,20,45,2016,2016
m/mojin_the_lost_legend,Mojin: The Lost Legend,Rotten,56.0,9.0,Spilled,56.0,804.0,4,5,4,2015,2016
m/molly,Molly,Rotten,14.0,22.0,Spilled,53.0,2101.0,7,3,19,1999,2018
m/molly_maguires,The Molly Maguires,Fresh,90.0,10.0,Upright,63.0,1526.0,3,9,1,1970,2016
m/mollys_game,Molly's Game,Fresh,81.0,297.0,Upright,84.0,11954.0,47,242,55,2018,2018
m/molokai_the_story_of_father_damien,Molokai: The Story of Father Damien,Fresh,63.0,8.0,Upright,76.0,1059.0,1,5,3,1999,2016
m/mom_and_dad_2018,Mom and Dad,Fresh,75.0,134.0,Spilled,39.0,1562.0,29,100,34,2018,2018
m/mom_and_dad_save_the_world,Mom and Dad Save the World,Rotten,9.0,23.0,Spilled,43.0,9409.0,7,2,21,1992,2016
m/moments_of_clarity,Moments of Clarity,Rotten,40.0,5.0,Spilled,57.0,41.0,2,2,3,2016,2016
m/mommie_dearest,Mommie Dearest,Rotten,49.0,43.0,Upright,72.0,19018.0,10,21,22,1981,2014
m/mommy_2015,Mommy,Fresh,89.0,128.0,Upright,89.0,7721.0,37,114,15,2015,2015
m/moms_night_out,Moms' Night Out,Rotten,20.0,44.0,Upright,66.0,19697.0,16,9,35,2014,2015
m/mon_oncle,Mon Oncle,Fresh,92.0,26.0,Upright,89.0,7507.0,5,24,2,1958,2016
m/mona_lisa,Mona Lisa,Fresh,97.0,30.0,Upright,81.0,5718.0,6,29,1,1986,2020
m/mona_lisa_smile,Mona Lisa Smile,Rotten,34.0,152.0,Upright,60.0,208232.0,45,51,101,2003,2016
m/monday_night_mayhem,Monday Night Mayhem,Fresh,67.0,6.0,Upright,71.0,119.0,2,4,2,2002,2012
m/mondays_in_the_sun,Mondays in the Sun (Los Lunes al sol),Fresh,80.0,69.0,Upright,87.0,5051.0,23,55,14,2003,2017
m/money_monster,Money Monster,Rotten,59.0,279.0,Spilled,51.0,23644.0,51,164,115,2016,2016
m/money_pit,The Money Pit,Rotten,48.0,21.0,Spilled,58.0,52646.0,1,10,11,1986,2016
m/money_talks,Money Talks,Rotten,16.0,19.0,Upright,71.0,38975.0,7,3,16,1997,2015
m/money_train,Money Train,Rotten,22.0,32.0,Spilled,29.0,50175.0,10,7,25,1995,2012
m/moneyball,Moneyball,Fresh,94.0,266.0,Upright,86.0,91772.0,55,250,16,2011,2013
m/mongol,Mongol,Fresh,86.0,103.0,Upright,76.0,22800.0,35,89,14,2008,2015
m/monika-1953,Summer With Monika (Sommaren med Monika),Fresh,100.0,15.0,Upright,83.0,2850.0,5,15,0,1953,2017
m/monkey_trouble,Monkey Trouble,Rotten,50.0,12.0,Spilled,41.0,29276.0,2,6,6,1994,2011
m/monkeybone,Monkeybone,Rotten,19.0,114.0,Spilled,27.0,47271.0,33,22,92,2001,2015
m/monogamy,Monogamy,Rotten,48.0,25.0,Spilled,27.0,1109.0,10,12,13,2011,2017
m/monsieur_lazhar_2011,Monsieur Lazhar,Fresh,97.0,119.0,Upright,86.0,26259.0,42,116,3,2012,2016
m/monsieur_verdoux,Monsieur Verdoux,Fresh,97.0,34.0,Upright,88.0,5475.0,8,33,1,1947,2017
m/monsoon_wedding,Monsoon Wedding,Fresh,95.0,123.0,Upright,87.0,27592.0,40,117,6,2002,2014
m/monster,Monster,Fresh,81.0,190.0,Upright,81.0,84799.0,40,154,36,2004,2015
m/monster_family,Monster Family,Rotten,10.0,21.0,Spilled,22.0,234.0,4,2,19,2018,2018
m/monster_house,Monster House,Fresh,75.0,162.0,Upright,63.0,199638.0,41,121,41,2006,2012
m/monster_hunt,Monster Hunt (Zhuo Yao Ji),Fresh,66.0,29.0,Spilled,50.0,652.0,12,19,10,2016,2016
m/monster_in_law,Monster-in-Law,Rotten,18.0,170.0,Spilled,55.0,433347.0,44,31,139,2005,2009
m/monster_party_2018,Monster Party,Fresh,76.0,21.0,Spilled,50.0,190.0,3,16,5,2018,2018
m/monster_squad,The Monster Squad,Fresh,62.0,26.0,Upright,78.0,35783.0,5,16,10,1987,2014
m/monster_that_challenged_the_world,The Monster That Challenged the World,Fresh,67.0,6.0,Spilled,35.0,1268.0,0,4,2,1957,2017
m/monster_trucks_2017,Monster Trucks,Rotten,32.0,97.0,Spilled,51.0,8357.0,25,31,66,2017,2017
m/monsters-2010,Monsters,Fresh,73.0,160.0,Spilled,53.0,41515.0,33,117,43,2010,2016
m/monsters_ball,Monster's Ball,Fresh,85.0,143.0,Upright,67.0,57742.0,40,122,21,2002,2015
m/monsters_dark_continent,Monsters: Dark Continent,Rotten,17.0,35.0,Spilled,16.0,3725.0,9,6,29,2015,2016
m/monsters_inc,"Monsters, Inc.",Fresh,96.0,196.0,Upright,90.0,1254638.0,46,188,8,2001,2013
m/monsters_university,Monsters University,Fresh,80.0,202.0,Upright,81.0,305490.0,49,161,41,2013,2016
m/monte_carlo_2011,Monte Carlo,Rotten,40.0,93.0,Spilled,49.0,25881.0,35,37,56,2011,2015
m/month_by_the_lake,A Month by the Lake,Fresh,71.0,17.0,Spilled,58.0,2151.0,4,12,5,1995,2016
m/monty_python_and_the_holy_grail,Monty Python and the Holy Grail,Fresh,97.0,78.0,Upright,95.0,644753.0,20,76,2,1975,2017
m/monty_pythons_life_of_brian,Monty Python's Life of Brian,Fresh,95.0,65.0,Upright,93.0,258905.0,17,62,3,1979,2017
m/monty_pythons_the_meaning_of_life,Monty Python's The Meaning of Life,Fresh,86.0,35.0,Upright,83.0,202078.0,3,30,5,1983,2016
m/mood_indigo,L'écume des jours (Mood Indigo),Fresh,60.0,108.0,Spilled,53.0,3606.0,35,65,43,2014,2017
m/moon,Moon,Fresh,90.0,193.0,Upright,89.0,100799.0,46,173,20,2009,2012
m/moon_over_parador,Moon over Parador,Rotten,42.0,12.0,Spilled,47.0,2669.0,1,5,7,1988,2016
m/moonlight_2016,Moonlight,Fresh,98.0,384.0,Upright,79.0,45533.0,63,378,7,2016,2017
m/moonlight_and_valentino,Moonlight and Valentino,Rotten,15.0,13.0,Spilled,52.0,5368.0,3,2,11,1995,2016
m/moonlight_mile,Moonlight Mile,Fresh,63.0,150.0,Upright,66.0,10306.0,38,95,55,2002,2016
m/moonrise,Moonrise,Fresh,100.0,10.0,Upright,74.0,265.0,2,10,0,1948,2019
m/moonrise_kingdom,Moonrise Kingdom,Fresh,94.0,262.0,Upright,86.0,139675.0,57,245,17,2012,2015
m/moonstruck,Moonstruck,Fresh,93.0,61.0,Upright,81.0,44806.0,15,58,4,1987,2016
m/moonwalkers_2016,Moonwalkers,Rotten,42.0,38.0,Spilled,41.0,641.0,9,16,22,2016,2016
m/mooz_lum_2010,Mooz-lum,Fresh,78.0,9.0,Upright,78.0,628.0,6,7,2,2011,2016
m/more_american_graffiti,More American Graffiti,Rotten,20.0,10.0,Spilled,33.0,3947.0,1,2,8,1979,2015
m/more_than_a_game,More Than a Game,Fresh,71.0,51.0,Upright,86.0,7904.0,24,36,15,2009,2015
m/more_than_honey,More Than Honey,Fresh,100.0,39.0,Upright,79.0,2443.0,18,39,0,2013,2015
m/more_the_merrier,The More the Merrier,Fresh,94.0,18.0,Upright,82.0,1310.0,4,17,1,1943,2014
m/morgan_2016,Morgan,Rotten,38.0,152.0,Spilled,30.0,6767.0,34,57,95,2016,2016
m/morlang,Morlang,Rotten,56.0,9.0,Spilled,49.0,455.0,6,5,4,2003,2016
m/morning-glory-2010,Morning Glory,Rotten,55.0,179.0,Spilled,51.0,50311.0,52,99,80,2010,2016
m/morning_2013,Morning,Rotten,45.0,11.0,Spilled,14.0,138.0,8,5,6,2013,2017
m/morning_after,The Morning After,Fresh,63.0,19.0,Spilled,38.0,2649.0,1,12,7,1986,2009
m/morning_light,Morning Light,Rotten,33.0,33.0,Spilled,50.0,367.0,15,11,22,2008,2016
m/mortal_engines,Mortal Engines,Rotten,26.0,186.0,Spilled,49.0,4014.0,35,48,138,2018,2019
m/mortal_kombat,Mortal Kombat,Rotten,48.0,40.0,Spilled,57.0,311715.0,10,19,21,1995,2009
m/mortal_kombat_annihilation,Mortal Kombat: Annihilation,Rotten,2.0,43.0,Spilled,25.0,88245.0,13,1,42,1997,2010
m/mortal_thoughts,Mortal Thoughts,Rotten,57.0,14.0,Spilled,35.0,6519.0,3,8,6,1991,2012
m/mortdecai,Mortdecai,Rotten,12.0,110.0,Spilled,30.0,25307.0,25,13,97,2015,2016
m/moscow_belgium,"Moscow, Belgium (Aanrijding in Moscou)",Fresh,93.0,40.0,Upright,80.0,2426.0,20,37,3,2008,2016
m/moscow_on_the_hudson,Moscow On The Hudson,Fresh,86.0,21.0,Spilled,59.0,7910.0,5,18,3,1984,2014
m/mosquita_y_mari_2012,Mosquita Y Mari,Fresh,87.0,15.0,Upright,70.0,257.0,8,13,2,2012,2016
m/mosquito_coast,The Mosquito Coast,Fresh,76.0,21.0,Upright,61.0,15250.0,2,16,5,1986,2016
m/moss_2018,Moss,Fresh,75.0,8.0,Upright,89.0,226.0,5,6,2,2018,2018
m/most_beautiful_island,Most Beautiful Island,Fresh,93.0,46.0,Spilled,46.0,543.0,13,43,3,2017,2017
m/most_dangerous_game,The Most Dangerous Game,Fresh,100.0,19.0,Upright,73.0,3488.0,0,19,0,1932,2015
m/most_likely_to_die,Most Likely to Die,Rotten,40.0,5.0,Spilled,10.0,210.0,1,2,3,2016,2016
m/mostly_martha,Mostly Martha (Bella Martha),Fresh,92.0,86.0,Upright,89.0,7994.0,28,79,7,2001,2016
m/motel_hell,Motel Hell,Fresh,71.0,24.0,Spilled,49.0,7215.0,1,17,7,1980,2016
m/mother_2017,mother!,Fresh,68.0,374.0,Spilled,51.0,24931.0,51,256,118,2017,2017
m/mother_and_child,Mother and Child,Fresh,78.0,128.0,Upright,76.0,6953.0,38,100,28,2010,2012
m/mother_may_i_sleep_with_danger_2016,"Mother, May I Sleep with Danger?",Fresh,62.0,13.0,Spilled,21.0,83.0,5,8,5,2016,2016
m/mother_of_george_2013,Mother Of George,Fresh,93.0,43.0,Upright,65.0,748.0,22,40,3,2013,2016
m/mother_of_tears_the_third_mother,Mother of Tears: The Third Mother,Rotten,48.0,73.0,Spilled,27.0,3743.0,21,35,38,2007,2016
m/motherhood,Motherhood,Rotten,20.0,51.0,Spilled,16.0,3400.0,25,10,41,2009,2016
